"GHO","PUBLISHSTATE","YEAR","REGION","UNREGION","COUNTRY","SEX","Display Value","Numeric","Low","High","Comments"
"NCDMORT3070","PUBLISHED","2015","AMR","","DOM","MLE","21.7","21.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","AMR","","DOM","BTSX","19.1","19.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","AMR","","DOM","FMLE","16.5","16.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","AMR","","DOM","MLE","21.7","21.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","AMR","","DOM","BTSX","19.0","19.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","AMR","","ECU","FMLE","15.6","15.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","AMR","","ECU","MLE","17.6","17.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","AMR","","ECU","BTSX","16.6","16.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","AMR","","ECU","FMLE","14.0","14.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","AMR","","ECU","MLE","16.1","16.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","AMR","","ECU","BTSX","15.0","15.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","AMR","","ECU","FMLE","13.0","13.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","AMR","","ECU","MLE","14.7","14.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","AMR","","ECU","BTSX","13.8","13.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","AMR","","ECU","FMLE","12.4","12.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","AMR","","ECU","MLE","14.4","14.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","AMR","","ECU","BTSX","13.4","13.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","AMR","","ECU","FMLE","12.2","12.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","AMR","","ECU","MLE","13.9","13.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","AMR","","ECU","BTSX","13.0","13.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","AMR","","SLV","FMLE","16.6","16.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","AMR","","SLV","MLE","17.6","17.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","AMR","","SLV","BTSX","17.1","17.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","AMR","","SLV","FMLE","15.3","15.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","AMR","","SLV","MLE","16.1","16.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","AMR","","SLV","BTSX","15.7","15.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","AMR","","SLV","FMLE","14.1","14.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","AMR","","SLV","MLE","15.6","15.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","AMR","","SLV","BTSX","14.7","14.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","AMR","","SLV","FMLE","13.2","13.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","AMR","","SLV","MLE","15.3","15.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","AMR","","SLV","BTSX","14.1","14.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","AMR","","SLV","FMLE","13.1","13.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","AMR","","SLV","MLE","15.1","15.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","AMR","","SLV","BTSX","14.0","14.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","AFR","","GNQ","FMLE","24.7","24.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","AFR","","GNQ","MLE","28.2","28.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","AFR","","GNQ","BTSX","26.4","26.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","AFR","","GNQ","FMLE","22.4","22.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","AFR","","GNQ","MLE","24.9","24.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","AFR","","GNQ","BTSX","23.6","23.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","AFR","","GNQ","FMLE","21.9","21.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","AFR","","GNQ","MLE","24.1","24.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","AFR","","GNQ","BTSX","23.0","23.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","AFR","","GNQ","FMLE","21.3","21.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","AFR","","GNQ","MLE","22.7","22.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","AFR","","GNQ","BTSX","22.0","22.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","AFR","","GNQ","FMLE","21.3","21.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","AFR","","GNQ","MLE","22.6","22.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","AFR","","GNQ","BTSX","22.0","22.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","AFR","","ETH","FMLE","21.8","21.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","AFR","","ETH","MLE","21.5","21.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","AFR","","ETH","BTSX","21.7","21.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","AFR","","ETH","FMLE","20.3","20.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","AFR","","ETH","MLE","20.6","20.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","AFR","","ETH","BTSX","20.4","20.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","AFR","","ETH","FMLE","18.6","18.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","AFR","","ETH","MLE","19.2","19.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","AFR","","ETH","BTSX","18.9","18.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","AFR","","ETH","FMLE","18.1","18.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","AFR","","ETH","MLE","18.8","18.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","AFR","","ETH","BTSX","18.4","18.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","AFR","","ETH","FMLE","18.0","18.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","AFR","","ETH","MLE","18.7","18.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","AFR","","ETH","BTSX","18.3","18.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","AFR","","ERI","FMLE","24.8","24.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","AFR","","ERI","MLE","26.7","26.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","AFR","","ERI","BTSX","25.7","25.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","AFR","","ERI","FMLE","24.4","24.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","AFR","","ERI","MLE","26.0","26.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","AFR","","ERI","BTSX","25.2","25.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","AFR","","ERI","FMLE","24.0","24.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","AFR","","ERI","MLE","25.6","25.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","AFR","","ERI","BTSX","24.8","24.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","AFR","","ERI","FMLE","22.9","22.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","AFR","","ERI","MLE","25.6","25.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","AFR","","ERI","BTSX","24.2","24.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","AFR","","ERI","FMLE","22.7","22.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","AFR","","ERI","MLE","25.3","25.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","AFR","","ERI","BTSX","23.9","23.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","EUR","","EST","FMLE","17.6","17.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","EUR","","EST","MLE","38.0","38.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","EUR","","EST","BTSX","26.9","26.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","EUR","","EST","FMLE","14.3","14.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","EUR","","EST","MLE","35.2","35.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","EUR","","EST","BTSX","23.8","23.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","EUR","","EST","FMLE","12.2","12.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","EUR","","EST","MLE","28.6","28.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","EUR","","EST","BTSX","19.6","19.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","EUR","","EST","FMLE","10.4","10.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","EUR","","EST","MLE","24.9","24.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","EUR","","EST","BTSX","16.9","16.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","EUR","","EST","FMLE","10.3","10.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","EUR","","EST","MLE","25.0","25.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","EUR","","EST","BTSX","17.0","17.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","WPR","","FJI","FMLE","30.1","30.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","WPR","","FJI","MLE","42.5","42.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","WPR","","FJI","BTSX","36.4","36.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","WPR","","FJI","FMLE","28.5","28.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","WPR","","FJI","MLE","42.1","42.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","WPR","","FJI","BTSX","35.6","35.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","WPR","","FJI","FMLE","26.0","26.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","WPR","","FJI","MLE","39.2","39.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","WPR","","FJI","BTSX","32.9","32.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","WPR","","FJI","FMLE","24.2","24.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","WPR","","FJI","MLE","37.0","37.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","WPR","","FJI","BTSX","30.8","30.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","WPR","","FJI","FMLE","24.0","24.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","WPR","","FJI","MLE","36.8","36.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","WPR","","FJI","BTSX","30.6","30.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","EUR","","FIN","FMLE","9.7","9.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","EUR","","FIN","MLE","19.7","19.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","EUR","","FIN","BTSX","14.6","14.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","EUR","","FIN","FMLE","8.4","8.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","EUR","","FIN","MLE","17.5","17.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","EUR","","FIN","BTSX","12.9","12.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","EUR","","FIN","FMLE","7.9","7.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","EUR","","FIN","MLE","15.7","15.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","EUR","","FIN","BTSX","11.8","11.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","EUR","","FIN","FMLE","7.2","7.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","EUR","","FIN","MLE","13.8","13.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","EUR","","FIN","BTSX","10.5","10.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","EUR","","FIN","FMLE","7.2","7.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","EUR","","FIN","MLE","13.3","13.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","EUR","","FIN","BTSX","10.2","10.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","EUR","","FRA","FMLE","8.6","8.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","EUR","","FRA","MLE","19.0","19.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","EUR","","FRA","BTSX","13.8","13.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","EUR","","FRA","FMLE","8.2","8.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","EUR","","FRA","MLE","17.0","17.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","EUR","","FRA","BTSX","12.6","12.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
