"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","RSUD_HIVHEP_CT","Display Value","Numeric","Low","High","Comments"
"RSUD_620","PUBLISHED","2014","EUR","ISR","CT_HIVARVTREATMENT","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","ISR","CT_HEPTESTINGANDCOUNSELLING","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","ITA","CT_HEPTESTINGANDCOUNSELLING","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","ITA","CT_HIVARVTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","EUR","ITA","CT_HIVTESTINGANDCOUNSELLING","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","ITA","CT_HEPVACCINATION","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","ITA","CT_HEPTREATMENT","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","JAM","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","JAM","CT_HIVARVTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","JAM","CT_HEPTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","JOR","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","JOR","CT_HIVARVTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","JOR","CT_HEPTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","JOR","CT_HEPVACCINATION","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","JOR","CT_HEPTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","KAZ","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","KAZ","CT_HIVARVTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","KAZ","CT_HEPTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","KAZ","CT_HEPVACCINATION","None","","","",""
"RSUD_620","PUBLISHED","2014","EUR","KAZ","CT_HEPTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","KEN","CT_HEPVACCINATION","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","KEN","CT_HEPTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","KEN","CT_HIVARVTREATMENT","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","KEN","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","KEN","CT_HEPTESTINGANDCOUNSELLING","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","KGZ","CT_HIVTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","KGZ","CT_HIVARVTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","KGZ","CT_HEPTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","KHM","CT_HIVTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","KHM","CT_HEPTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","KHM","CT_HIVARVTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","WPR","KHM","CT_HEPVACCINATION","None","","","",""
"RSUD_620","PUBLISHED","2014","WPR","KHM","CT_HEPTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","WPR","KIR","CT_HIVTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","KIR","CT_HIVARVTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","KIR","CT_HEPTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","KIR","CT_HEPVACCINATION","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","KIR","CT_HEPTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","KWT","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","KWT","CT_HIVARVTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","KWT","CT_HEPTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","KWT","CT_HEPVACCINATION","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","KWT","CT_HEPTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","LAO","CT_HIVTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","LAO","CT_HIVARVTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","LAO","CT_HEPTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","LAO","CT_HEPVACCINATION","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","LAO","CT_HEPTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","LBN","CT_HEPTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","LBN","CT_HEPVACCINATION","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","LBN","CT_HEPTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","LBN","CT_HIVTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","EMR","LBN","CT_HIVARVTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","EMR","LBY","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","LBY","CT_HIVARVTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","LBY","CT_HEPTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","LCA","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","LCA","CT_HIVARVTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","LCA","CT_HEPTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","LCA","CT_HEPVACCINATION","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","LCA","CT_HEPTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","LTU","CT_HEPVACCINATION","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","LTU","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","LTU","CT_HIVARVTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","LTU","CT_HEPTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","LTU","CT_HEPTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","LVA","CT_HIVTESTINGANDCOUNSELLING","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","LVA","CT_HEPTESTINGANDCOUNSELLING","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","LVA","CT_HIVARVTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","EUR","LVA","CT_HEPVACCINATION","None","","","",""
"RSUD_620","PUBLISHED","2014","EUR","LVA","CT_HEPTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","EMR","MAR","CT_HIVTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","MAR","CT_HEPTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","MAR","CT_HIVARVTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","MAR","CT_HEPVACCINATION","None","","","",""
"RSUD_620","PUBLISHED","2014","EMR","MAR","CT_HEPTREATMENT","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","MDA","CT_HIVARVTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","MDA","CT_HEPVACCINATION","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","MDA","CT_HEPTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","MDA","CT_HIVTESTINGANDCOUNSELLING","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","MDA","CT_HEPTESTINGANDCOUNSELLING","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","MDG","CT_HIVTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","MDG","CT_HIVARVTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","MDG","CT_HEPTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","MDG","CT_HEPVACCINATION","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","MDG","CT_HEPTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","AMR","MEX","CT_HIVTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","MEX","CT_HIVARVTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","MEX","CT_HEPTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","MEX","CT_HEPVACCINATION","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","MEX","CT_HEPTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","MKD","CT_HIVTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","MKD","CT_HIVARVTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","MKD","CT_HEPVACCINATION","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","MKD","CT_HEPTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","MKD","CT_HEPTESTINGANDCOUNSELLING","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","MLI","CT_HIVTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","MLI","CT_HIVARVTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","MLI","CT_HEPTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","MLI","CT_HEPVACCINATION","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","MLI","CT_HEPTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","EUR","MLT","CT_HIVTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","MLT","CT_HIVARVTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","MLT","CT_HEPTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","MLT","CT_HEPVACCINATION","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","MLT","CT_HEPTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","SEAR","MMR","CT_HIVARVTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","SEAR","MMR","CT_HEPTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","SEAR","MMR","CT_HEPVACCINATION","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","SEAR","MMR","CT_HIVTESTINGANDCOUNSELLING","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","SEAR","MMR","CT_HEPTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","EUR","MNE","CT_HIVTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","EUR","MNE","CT_HIVARVTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","EUR","MNE","CT_HEPTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","EUR","MNE","CT_HEPVACCINATION","None","","","",""
"RSUD_620","PUBLISHED","2014","EUR","MNE","CT_HEPTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","WPR","MNG","CT_HIVTESTINGANDCOUNSELLING","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","MNG","CT_HIVARVTREATMENT","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","MNG","CT_HEPTESTINGANDCOUNSELLING","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","MNG","CT_HEPVACCINATION","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","MNG","CT_HEPTREATMENT","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","MOZ","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","MOZ","CT_HIVARVTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","MRT","CT_HIVTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","MRT","CT_HIVARVTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","MRT","CT_HEPTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","MRT","CT_HEPVACCINATION","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","MRT","CT_HEPTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","MUS","CT_HIVARVTREATMENT","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","MUS","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","MUS","CT_HEPTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","MUS","CT_HEPVACCINATION","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","MUS","CT_HEPTREATMENT","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","NAM","CT_HIVTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","NAM","CT_HIVARVTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","NAM","CT_HEPTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","NAM","CT_HEPVACCINATION","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","NAM","CT_HEPTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","NER","CT_HIVTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","NER","CT_HIVARVTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","NER","CT_HEPTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","NER","CT_HEPVACCINATION","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","NER","CT_HEPTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","NGA","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","NGA","CT_HEPTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","NGA","CT_HIVARVTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","NGA","CT_HEPVACCINATION","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","NGA","CT_HEPTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","EUR","NLD","CT_HEPTESTINGANDCOUNSELLING","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","NLD","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","NLD","CT_HIVARVTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","NLD","CT_HEPVACCINATION","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","NLD","CT_HEPTREATMENT","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","NOR","CT_HEPTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","NOR","CT_HIVTESTINGANDCOUNSELLING","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","NOR","CT_HIVARVTREATMENT","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","NOR","CT_HEPTESTINGANDCOUNSELLING","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","NOR","CT_HEPVACCINATION","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","NZL","CT_HIVTESTINGANDCOUNSELLING","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","NZL","CT_HIVARVTREATMENT","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","NZL","CT_HEPTESTINGANDCOUNSELLING","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","NZL","CT_HEPVACCINATION","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","NZL","CT_HEPTREATMENT","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","OMN","CT_HIVTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","OMN","CT_HIVARVTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","OMN","CT_HEPTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","OMN","CT_HEPTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","OMN","CT_HEPVACCINATION","None","","","",""
"RSUD_620","PUBLISHED","2014","EMR","PAK","CT_HIVTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","PAK","CT_HIVARVTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","PAK","CT_HEPVACCINATION","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","PAK","CT_HEPTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","PAK","CT_HEPTESTINGANDCOUNSELLING","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","PAN","CT_HEPTESTINGANDCOUNSELLING","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","PAN","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","PAN","CT_HIVARVTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","PAN","CT_HEPVACCINATION","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","PAN","CT_HEPTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","PER","CT_HEPTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","PER","CT_HEPVACCINATION","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","PER","CT_HEPTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","PER","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","PER","CT_HIVARVTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","PHL","CT_HIVTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","PHL","CT_HIVARVTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","PHL","CT_HEPTESTINGANDCOUNSELLING","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","PHL","CT_HEPVACCINATION","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","PHL","CT_HEPTREATMENT","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","PNG","CT_HIVTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","WPR","PNG","CT_HIVARVTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","WPR","PNG","CT_HEPTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","WPR","PNG","CT_HEPVACCINATION","None","","","",""
"RSUD_620","PUBLISHED","2014","WPR","PNG","CT_HEPTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","EUR","POL","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","POL","CT_HIVARVTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","POL","CT_HEPTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","POL","CT_HEPVACCINATION","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","POL","CT_HEPTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","PRT","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","PRT","CT_HIVARVTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","PRT","CT_HEPTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","PRT","CT_HEPTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","PRY","CT_HIVTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","PRY","CT_HIVARVTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","PRY","CT_HEPTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","PRY","CT_HEPVACCINATION","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","PRY","CT_HEPTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","ROU","CT_HIVTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","ROU","CT_HIVARVTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","ROU","CT_HEPTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","ROU","CT_HEPVACCINATION","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","ROU","CT_HEPTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","RUS","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","RUS","CT_HEPTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","RWA","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","RWA","CT_HIVARVTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","RWA","CT_HEPTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","SDN","CT_HIVTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","EMR","SDN","CT_HIVARVTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","EMR","SDN","CT_HEPTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","EMR","SDN","CT_HEPVACCINATION","None","","","",""
"RSUD_620","PUBLISHED","2014","EMR","SDN","CT_HEPTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","SEN","CT_HIVTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","SEN","CT_HIVARVTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","SEN","CT_HEPTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","SEN","CT_HEPVACCINATION","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","SEN","CT_HEPTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","SLB","CT_HIVTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","WPR","SLB","CT_HIVARVTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","WPR","SLB","CT_HEPTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","WPR","SLB","CT_HEPVACCINATION","None","","","",""
"RSUD_620","PUBLISHED","2014","WPR","SLB","CT_HEPTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","AMR","SLV","CT_HIVTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","AMR","SLV","CT_HIVARVTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","AMR","SLV","CT_HEPTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","AMR","SLV","CT_HEPVACCINATION","None","","","",""
"RSUD_620","PUBLISHED","2014","AMR","SLV","CT_HEPTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","EMR","SOM","CT_HIVTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","SOM","CT_HIVARVTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","SOM","CT_HEPTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","SOM","CT_HEPVACCINATION","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","SUR","CT_HIVTESTINGANDCOUNSELLING","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","SUR","CT_HIVARVTREATMENT","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","SUR","CT_HEPTESTINGANDCOUNSELLING","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","SVK","CT_HEPVACCINATION","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","SVK","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","SVK","CT_HEPTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
