"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","SEX","ARCHIVE","Display Value","Numeric","Low","High","Comments"
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","UKR","MLE","DEC2019","23.8 [22.6-24.9]","23.80000","22.60000","24.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","UZB","FMLE","DEC2019","0.9 [0.8-0.9]","0.90000","0.80000","0.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","AUT","MLE","DEC2019","19.1 [18.7-19.5]","19.10000","18.70000","19.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","AZE","BTSX","DEC2019","0.8 [0.8-0.9]","0.80000","0.80000","0.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","BLR","FMLE","DEC2019","5.5 [5.3-5.6]","5.50000","5.30000","5.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","VEN","MLE","DEC2019","14.1 [13.7-14.5]","14.10000","13.70000","14.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EMR","AFG","BTSX","DEC2019","0.2 [0.2-0.2]","0.20000","0.20000","0.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EMR","BHR","FMLE","DEC2019","0.3 [0.3-0.3]","0.30000","0.30000","0.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EMR","EGY","BTSX","DEC2019","0.4 [0.4-0.4]","0.40000","0.40000","0.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EMR","IRN","FMLE","DEC2019","0.1 [0.1-0.1]","0.10000","0.10000","0.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EMR","IRQ","MLE","DEC2019","0.7 [0.6-0.7]","0.70000","0.60000","0.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EMR","KWT","FMLE","DEC2019","0 [0-0]","0.00000","0.00000","0.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EMR","LBN","MLE","DEC2019","2.7 [2.6-2.8]","2.70000","2.60000","2.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EMR","MAR","BTSX","DEC2019","1 [0.9-1]","1.00000","0.90000","1.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EMR","OMN","MLE","DEC2019","1 [1-1.1]","1.00000","1.00000","1.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EMR","QAT","BTSX","DEC2019","1.7 [1.7-1.8]","1.70000","1.70000","1.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EMR","SAU","FMLE","DEC2019","0 [0-0]","0.00000","0.00000","0.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EMR","SDN","BTSX","DEC2019","0.5 [0.5-0.6]","0.50000","0.50000","0.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EMR","SYR","FMLE","DEC2019","0.2 [0.2-0.2]","0.20000","0.20000","0.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EMR","TUN","MLE","DEC2019","2.7 [2.6-2.8]","2.70000","2.60000","2.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EMR","YEM","FMLE","DEC2019","0.1 [0-0.1]","0.10000","0.00000","0.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","ALB","MLE","DEC2019","13 [12.4-13.5]","13.00000","12.40000","13.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","BIH","BTSX","DEC2019","6.4 [6.2-6.7]","6.40000","6.20000","6.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","BGR","FMLE","DEC2019","4.9 [4.8-5.1]","4.90000","4.80000","5.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","HRV","MLE","DEC2019","15.1 [14.5-15.7]","15.10000","14.50000","15.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","CZE","FMLE","DEC2019","6.2 [6-6.3]","6.20000","6.00000","6.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","SEAR","BGD","MLE","DEC2019","0.4 [0.3-0.4]","0.40000","0.30000","0.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","SEAR","BTN","BTSX","DEC2019","0.6 [0.5-0.6]","0.60000","0.50000","0.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","SEAR","IND","MLE","DEC2019","7.1 [6.7-7.4]","7.10000","6.70000","7.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","SEAR","IDN","BTSX","DEC2019","0.8 [0.7-0.8]","0.80000","0.70000","0.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","SEAR","MDV","FMLE","DEC2019","0.6 [0.5-0.6]","0.60000","0.50000","0.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","SEAR","NPL","BTSX","DEC2019","2 [1.9-2.2]","2.00000","1.90000","2.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","SEAR","LKA","FMLE","DEC2019","1.2 [1.2-1.3]","1.20000","1.20000","1.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","SEAR","THA","MLE","DEC2019","14.3 [13.8-14.9]","14.30000","13.80000","14.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","AUS","FMLE","DEC2019","4.7 [4.5-4.8]","4.70000","4.50000","4.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","BRN","MLE","DEC2019","0.6 [0.6-0.7]","0.60000","0.60000","0.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","CHN","BTSX","DEC2019","7.1 [6.9-7.4]","7.10000","6.90000","7.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","COK","MLE","DEC2019","17.5 [17.1-17.9]","17.50000","17.10000","17.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","JPN","BTSX","DEC2019","7.1 [7-7.3]","7.10000","7.00000","7.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","KIR","FMLE","DEC2019","0.5 [0.4-0.5]","0.50000","0.40000","0.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","MYS","BTSX","DEC2019","1.4 [1.3-1.5]","1.40000","1.30000","1.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","MHL","FMLE","DEC2019",".","","","",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","FSM","MLE","DEC2019","4.9 [4.7-5.2]","4.90000","4.70000","5.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","NRU","FMLE","DEC2019","1.8 [1.7-1.9]","1.80000","1.70000","1.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","NZL","MLE","DEC2019","18.1 [17.5-18.6]","18.10000","17.50000","18.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","NIU","BTSX","DEC2019","7 [6.8-7.2]","7.00000","6.80000","7.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","PNG","MLE","DEC2019","3 [2.8-3.2]","3.00000","2.80000","3.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","PHL","BTSX","DEC2019","6.6 [6.3-6.9]","6.60000","6.30000","6.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","KOR","FMLE","DEC2019","3.9 [3.8-4]","3.90000","3.80000","4.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","SGP","BTSX","DEC2019","2 [2-2.1]","2.00000","2.00000","2.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","SLB","FMLE","DEC2019","0.3 [0.3-0.4]","0.30000","0.30000","0.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","TON","MLE","DEC2019","2.7 [2.6-2.9]","2.70000","2.60000","2.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","VUT","FMLE","DEC2019","0.2 [0.2-0.3]","0.20000","0.20000","0.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","VNM","MLE","DEC2019","14.5 [13.5-15.6]","14.50000","13.50000","15.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","NGA","BTSX","DEC2019","11.5 [11.2-11.8]","11.50000","11.20000","11.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","NGA","MLE","DEC2019","18.7 [18.2-19.2]","18.70000","18.20000","19.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","STP","BTSX","DEC2019","6.8 [6.6-7.1]","6.80000","6.60000","7.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","STP","MLE","DEC2019","11.8 [11.3-12.3]","11.80000","11.30000","12.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","NER","FMLE","DEC2019","0.1 [0.1-0.1]","0.10000","0.10000","0.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","MOZ","BTSX","DEC2019","2.4 [2.3-2.5]","2.40000","2.30000","2.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","MOZ","FMLE","DEC2019","0.5 [0.4-0.5]","0.50000","0.40000","0.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","MLI","FMLE","DEC2019","0.3 [0.3-0.4]","0.30000","0.30000","0.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","MLI","MLE","DEC2019","1.8 [1.7-1.9]","1.80000","1.70000","1.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","LBR","MLE","DEC2019","9.9 [9.4-10.4]","9.90000","9.40000","10.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","LBR","BTSX","DEC2019","5.8 [5.5-6.1]","5.80000","5.50000","6.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","KEN","BTSX","DEC2019","4.6 [4.3-4.9]","4.60000","4.30000","4.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","GNB","FMLE","DEC2019","1.3 [1.3-1.4]","1.30000","1.30000","1.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","GHA","FMLE","DEC2019","1.7 [1.5-1.8]","1.70000","1.50000","1.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","GMB","MLE","DEC2019","6.6 [6.3-6.9]","6.60000","6.30000","6.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","ETH","MLE","DEC2019","5.5 [5.1-5.9]","5.50000","5.10000","5.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","ETH","BTSX","DEC2019","3.2 [2.9-3.4]","3.20000","2.90000","3.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","COD","MLE","DEC2019","4.4 [4.1-4.6]","4.40000","4.10000","4.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","COD","BTSX","DEC2019","2.6 [2.4-2.7]","2.60000","2.40000","2.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","COD","FMLE","DEC2019","0.8 [0.8-0.9]","0.80000","0.80000","0.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","COG","BTSX","DEC2019","6.4 [6.1-6.7]","6.40000","6.10000","6.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","COM","FMLE","DEC2019","0.2 [0.2-0.2]","0.20000","0.20000","0.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","CAF","FMLE","DEC2019","1.3 [1.2-1.4]","1.30000","1.20000","1.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","CMR","MLE","DEC2019","15.2 [14.6-15.8]","15.20000","14.60000","15.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","BDI","MLE","DEC2019","12.3 [11.6-12.9]","12.30000","11.60000","12.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","BDI","BTSX","DEC2019","7.1 [6.8-7.5]","7.10000","6.80000","7.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","BEN","BTSX","DEC2019","3 [2.9-3.2]","3.00000","2.90000","3.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","BEN","FMLE","DEC2019","0.7 [0.7-0.7]","0.70000","0.70000","0.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","SLE","MLE","DEC2019","10.3 [9.8-10.7]","10.30000","9.80000","10.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","SLE","FMLE","DEC2019","1.6 [1.5-1.7]","1.60000","1.50000","1.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","SWZ","FMLE","DEC2019","1.9 [1.9-2]","1.90000","1.90000","2.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","SWZ","BTSX","DEC2019","9.9 [9.5-10.3]","9.90000","9.50000","10.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","PAN","FMLE","DEC2019","2.6 [2.5-2.7]","2.60000","2.50000","2.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","KNA","MLE","DEC2019","15.5 [15.1-15.9]","15.50000","15.10000","15.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","PRY","BTSX","DEC2019","8.2 [7.9-8.6]","8.20000","7.90000","8.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","PRY","MLE","DEC2019","13.7 [13.2-14.2]","13.70000","13.20000","14.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","KNA","BTSX","DEC2019","9.4 [9.2-9.6]","9.40000","9.20000","9.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","TZA","BTSX","DEC2019","9.7 [9.3-10.2]","9.70000","9.30000","10.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","TZA","MLE","DEC2019","16.5 [15.7-17.2]","16.50000","15.70000","17.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","ZWE","MLE","DEC2019","8.5 [8.2-8.9]","8.50000","8.20000","8.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","ATG","FMLE","DEC2019","2.2 [2.1-2.2]","2.20000","2.10000","2.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","BHS","FMLE","DEC2019","1.4 [1.3-1.5]","1.40000","1.30000","1.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","BRB","BTSX","DEC2019","8.1 [7.9-8.4]","8.10000","7.90000","8.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","BOL","FMLE","DEC2019","2.1 [2-2.2]","2.10000","2.00000","2.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","BOL","BTSX","DEC2019","4.8 [4.6-4.9]","4.80000","4.60000","4.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","BOL","MLE","DEC2019","8 [7.7-8.3]","8.00000","7.70000","8.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","CHL","BTSX","DEC2019","9.4 [9-9.7]","9.40000","9.00000","9.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","CHL","MLE","DEC2019","15.1 [14.6-15.7]","15.10000","14.60000","15.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","CRI","MLE","DEC2019","8.2 [7.8-8.5]","8.20000","7.80000","8.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","CUB","FMLE","DEC2019","1.6 [1.6-1.7]","1.60000","1.60000","1.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","DOM","FMLE","DEC2019","2.2 [2.2-2.3]","2.20000","2.20000","2.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","ECU","BTSX","DEC2019","5.8 [5.5-6.1]","5.80000","5.50000","6.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","GRD","BTSX","DEC2019","9.3 [9-9.6]","9.30000","9.00000","9.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","GRD","MLE","DEC2019","15.4 [14.9-15.9]","15.40000","14.90000","15.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","SUR","MLE","DEC2019","10.6 [10.2-10.9]","10.60000","10.20000","10.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","SUR","FMLE","DEC2019","1.6 [1.5-1.6]","1.60000","1.50000","1.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","URY","FMLE","DEC2019","3.8 [3.7-3.9]","3.80000","3.70000","3.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","URY","BTSX","DEC2019","10.8 [10.5-11.2]","10.80000","10.50000","11.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","HTI","MLE","DEC2019","10.9 [10.6-11.2]","10.90000","10.60000","11.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","HTI","FMLE","DEC2019","1.8 [1.7-1.8]","1.80000","1.70000","1.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","MEX","FMLE","DEC2019","2.2 [2.1-2.3]","2.20000","2.10000","2.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","MEX","BTSX","DEC2019","6.5 [6.3-6.8]","6.50000","6.30000","6.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","ARM","MLE","DEC2019","9.8 [9.4-10.1]","9.80000","9.40000","10.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","CYP","MLE","DEC2019","17.1 [16.5-17.7]","17.10000","16.50000","17.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","EST","MLE","DEC2019","20.7 [20-21.3]","20.70000","20.00000","21.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","EST","FMLE","DEC2019","4.9 [4.7-5.1]","4.90000","4.70000","5.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","GEO","FMLE","DEC2019","3.3 [3.1-3.4]","3.30000","3.10000","3.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","GEO","BTSX","DEC2019","9.8 [9.4-10.2]","9.80000","9.40000","10.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","HUN","BTSX","DEC2019","12.1 [11.7-12.5]","12.10000","11.70000","12.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","HUN","MLE","DEC2019","20.1 [19.4-20.8]","20.10000","19.40000","20.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","IRL","MLE","DEC2019","20.4 [19.8-20.9]","20.40000","19.80000","20.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","ISR","FMLE","DEC2019","1.1 [1-1.1]","1.10000","1.00000","1.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","KAZ","FMLE","DEC2019","2.4 [2.3-2.4]","2.40000","2.30000","2.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","KGZ","BTSX","DEC2019","10.2 [9.6-10.7]","10.20000","9.60000","10.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","LTU","FMLE","DEC2019","7.1 [6.9-7.3]","7.10000","6.90000","7.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","LTU","BTSX","DEC2019","15 [14.6-15.4]","15.00000","14.60000","15.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","LTU","MLE","DEC2019","24.9 [24.2-25.5]","24.90000","24.20000","25.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","MCO","BTSX","DEC2019",".","","","",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","MCO","MLE","DEC2019",".","","","",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","NLD","MLE","DEC2019","13.9 [13.6-14.2]","13.90000","13.60000","14.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","NOR","FMLE","DEC2019","4 [3.8-4.1]","4.00000","3.80000","4.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","PRT","FMLE","DEC2019","5.1 [4.9-5.3]","5.10000","4.90000","5.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","MDA","BTSX","DEC2019","17.9 [16.8-19]","17.90000","16.80000","19.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","RUS","BTSX","DEC2019","11.7 [11.2-12.2]","11.70000","11.20000","12.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","RUS","MLE","DEC2019","18.7 [17.9-19.5]","18.70000","17.90000","19.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","SVK","MLE","DEC2019","19.3 [18.7-19.9]","19.30000","18.70000","19.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","SVK","FMLE","DEC2019","4.6 [4.5-4.8]","4.60000","4.50000","4.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","SWE","FMLE","DEC2019","4 [3.9-4.2]","4.00000","3.90000","4.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","SWE","BTSX","DEC2019","9.2 [8.8-9.5]","9.20000","8.80000","9.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","TJK","FMLE","DEC2019","0.8 [0.8-0.9]","0.80000","0.80000","0.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","MKD","BTSX","DEC2019","6.3 [6-6.7]","6.30000","6.00000","6.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","MKD","MLE","DEC2019","10.6 [10-11.1]","10.60000","10.00000","11.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","TKM","BTSX","DEC2019","5.4 [5.2-5.7]","5.40000","5.20000","5.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","TKM","MLE","DEC2019","9.5 [9.1-10]","9.50000","9.10000","10.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","UZB","MLE","DEC2019","5.6 [5.3-5.9]","5.60000","5.30000","5.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","ARM","FMLE","DEC2019","1.6 [1.5-1.6]","1.60000","1.50000","1.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","BLR","FMLE","DEC2019","7.9 [7.7-8.2]","7.90000","7.70000","8.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","BLR","BTSX","DEC2019","11.2 [10.9-11.5]","11.20000","10.90000","11.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EMR","BHR","BTSX","DEC2019","1.9 [1.8-1.9]","1.90000","1.80000","1.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EMR","BHR","MLE","DEC2019","2.7 [2.6-2.8]","2.70000","2.60000","2.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EMR","EGY","MLE","DEC2019","0.7 [0.7-0.8]","0.70000","0.70000","0.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EMR","IRN","FMLE","DEC2019","0.1 [0.1-0.1]","0.10000","0.10000","0.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EMR","JOR","FMLE","DEC2019","0.2 [0.1-0.2]","0.20000","0.10000","0.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EMR","KWT","BTSX","DEC2019","0 [0-0]","0.00000","0.00000","0.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EMR","LBY","FMLE","DEC2019","0 [0-0]","0.00000","0.00000","0.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EMR","LBY","BTSX","DEC2019","0 [0-0]","0.00000","0.00000","0.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EMR","LBY","MLE","DEC2019","0.1 [0.1-0.1]","0.10000","0.10000","0.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EMR","PAK","BTSX","DEC2019","0.2 [0.2-0.2]","0.20000","0.20000","0.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EMR","PAK","MLE","DEC2019","0.3 [0.3-0.4]","0.30000","0.30000","0.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EMR","SAU","MLE","DEC2019","0.3 [0.3-0.4]","0.30000","0.30000","0.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EMR","SOM","FMLE","DEC2019","0.1 [0.1-0.1]","0.10000","0.10000","0.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EMR","SYR","FMLE","DEC2019","0.1 [0.1-0.1]","0.10000","0.10000","0.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EMR","TUN","BTSX","DEC2019","1.4 [1.4-1.5]","1.40000","1.40000","1.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EMR","YEM","BTSX","DEC2019","0.1 [0.1-0.1]","0.10000","0.10000","0.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EMR","YEM","MLE","DEC2019","0.1 [0.1-0.1]","0.10000","0.10000","0.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","BIH","FMLE","DEC2019","2.1 [2-2.2]","2.10000","2.00000","2.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","BGR","BTSX","DEC2019","12 [11.7-12.3]","12.00000","11.70000","12.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","BGR","MLE","DEC2019","19.8 [19.3-20.3]","19.80000","19.30000","20.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","CYP","BTSX","DEC2019","10.8 [10.4-11.1]","10.80000","10.40000","11.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","UZB","FMLE","DEC2019","0.7 [0.7-0.7]","0.70000","0.70000","0.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","SEAR","PRK","FMLE","DEC2019","1.2 [1.2-1.3]","1.20000","1.20000","1.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","SEAR","PRK","BTSX","DEC2019","3.9 [3.8-4]","3.90000","3.80000","4.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","SEAR","MDV","BTSX","DEC2019","1.9 [1.8-2]","1.90000","1.80000","2.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","SEAR","MDV","MLE","DEC2019","3.4 [3.2-3.5]","3.40000","3.20000","3.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","SEAR","NPL","MLE","DEC2019","3.6 [3.3-3.9]","3.60000","3.30000","3.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","SEAR","LKA","FMLE","DEC2019","1.1 [1.1-1.2]","1.10000","1.10000","1.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","SEAR","TLS","FMLE","DEC2019","0.5 [0.5-0.6]","0.50000","0.50000","0.60000",""
