"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","EMFEXPOSED","EMFFREQUENCY","Display Value","Numeric","Low","High","Comments"
"EMFSTATUS","PUBLISHED","2018","EUR","ESP","EMFWORKER","EMFRADIO","Mandatory","","","","Name: Real Decreto 299/2016, de 22 de julio, sobre la protección de la salud y la seguridad de los trabajadores contra los riesgos relacionados con la exposición a campos electromagnéticos Publication date: 29 July 2016 Link: https://www.boe.es/diario_boe/txt.php?id=BOE-A-2016-7303            "
"EMFSTATUS","PUBLISHED","2018","EUR","FIN","EMFWORKER","EMFSTATIC","Mandatory","","","","Name: Valtioneuvoston asetus työntekijöiden suojelemiseksi sähkömagneettisista kentistä aiheutuvilta vaaroilta (388/2016) Publication date: 19 May 2016 Link: http://www.finlex.fi/fi/laki/alkup/2016/20160388 Notes: Issued by the Finnish Government"
"EMFSTATUS","PUBLISHED","2018","EUR","FIN","EMFWORKER","EMFLOW","Mandatory","","","","Name: Valtioneuvoston asetus työntekijöiden suojelemiseksi sähkömagneettisista kentistä aiheutuvilta vaaroilta (388/2016) Publication date: 19 May 2016 Link: http://www.finlex.fi/fi/laki/alkup/2016/20160388 Notes: Issued by the Finnish Government"
"EMFSTATUS","PUBLISHED","2018","EUR","FIN","EMFPUBLIC","EMFRADIO","Mandatory","","","","Name: Sosiaali- ja terveysministeriön asetus ionisoimattoman säteilyn väestölle aiheuttaman altistumisen rajoittamisesta (294/2002) Publication date: 4 April 2002 Link: http://www.finlex.fi/fi/laki/alkup/2002/20020294 Notes: Issued by the Ministry of Social Affairs and Health"
"EMFSTATUS","PUBLISHED","2018","EUR","FIN","EMFWORKER","EMFRADIO","Mandatory","","","","Name: Valtioneuvoston asetus työntekijöiden suojelemiseksi sähkömagneettisista kentistä aiheutuvilta vaaroilta (388/2016) Publication date: 19 May 2016 Link: http://www.finlex.fi/fi/laki/alkup/2016/20160388 Notes: Issued by the Finnish Government"
"EMFSTATUS","PUBLISHED","2018","EUR","FIN","EMFPUBLIC","EMFSTATIC","Recommended","","","","Name: Sosiaali- ja terveysministeriön asetus ionisoimattoman säteilyn väestölle aiheuttaman altistumisen rajoittamisesta (294/2002) Publication date: 4 April 2002 Link: http://www.finlex.fi/fi/laki/alkup/2002/20020294 Notes: Issued by the Ministry of Social Affairs and Health"
"EMFSTATUS","PUBLISHED","2018","EUR","FIN","EMFPUBLIC","EMFLOW","Recommended","","","","Name: Sosiaali- ja terveysministeriön asetus ionisoimattoman säteilyn väestölle aiheuttaman altistumisen rajoittamisesta (294/2002) Publication date: 4 April 2002 Link: http://www.finlex.fi/fi/laki/alkup/2002/20020294 Notes: Issued by the Ministry of Social Affairs and Health"
"EMFSTATUS","PUBLISHED","2018","EUR","FRA","EMFWORKER","EMFSTATIC","Mandatory","","","","Name: Décret n° 2016-1074 du 3 août 2016 relatif à la protection des travailleurs contre les risques dus aux champs électromagnétiques Publication date: 6 August 2016 Link: https://www.legifrance.gouv.fr/eli/decret/2016/8/3/ETST1611714D/jo   Name: Arrêté du 5 décembre 2016 relatif aux grandeurs physiques que représentent les valeurs limites d'exposition professionnelle et les valeurs déclenchant l'action décrivant l'exposition à des champs électromagnétiques en milieu de travail Publication date: 10 December 2016 Link: https://www.legifrance.gouv.fr/eli/arrete/2016/12/5/ETST1633567A/jo/texte "
"EMFSTATUS","PUBLISHED","2018","EUR","FRA","EMFWORKER","EMFLOW","Mandatory","","","","Name: Décret n° 2016-1074 du 3 août 2016 relatif à la protection des travailleurs contre les risques dus aux champs électromagnétiques Publication date: 6 August 2016 Link: https://www.legifrance.gouv.fr/eli/decret/2016/8/3/ETST1611714D/jo Notes:  Name: Arrêté du 5 décembre 2016 relatif aux grandeurs physiques que représentent les valeurs limites d'exposition professionnelle et les valeurs déclenchant l'action décrivant l'exposition à des champs électromagnétiques en milieu de travail Publication date: 10 December 2016 Link: https://www.legifrance.gouv.fr/eli/arrete/2016/12/5/ETST1633567A/jo/texte Notes:  "
"EMFSTATUS","PUBLISHED","2018","EUR","GBR","EMFWORKER","EMFRADIO","Mandatory","","","","Name: The Control of ElectromagneticFields at Work Regulations 2016 Publication date: 23 May 2016 Link: http://legislation.data.gov.uk/uksi/2016/588/made/data.pdf Notes:  Issued by: Secretary of State for Work and Pensions  "
"EMFSTATUS","PUBLISHED","2018","EUR","GBR","EMFPUBLIC","EMFSTATIC","Recommended","","","","Name: Advice on Limiting Exposure to Electromagnetic Fields (0-300 GHz), Documents of the NRPB: Volume 15, No. 2 Publication date: 2004 Link: http://webarchive.nationalarchives.gov.uk/20140629102627/http://www.hpa.org.uk/Publications/Radiation/NPRBArchive/DocumentsOfTheNRPB/Absd1502/ Notes: Recommended to Government the adoption of ICNIRP 1998   Name: Letter from Minister for Public Health to Chairman of NRPB Publication date: 2004 Link: http://www.emfs.info/wp-content/uploads/2014/07/DHletterandannex2004.pdf Notes: Accepted the NRPB’s recommendation and therefore adopted as UK policy "
"EMFSTATUS","PUBLISHED","2018","EUR","FRA","EMFPUBLIC","EMFRADIO","Mandatory","","","","Name: Décret n° 2002-775 pris en application du 12° de l'article L. 32 du code des postes et télécommunications et relatif aux valeurs limites d'exposition du public aux champs électromagnétiques émis par les équipements utilisés dans les réseaux de télécommunication ou par les installations radioélectriques Publication date: 3 May 2002 Link: http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000000226401&dateTexte=&categorieLien=id Notes: The regulation concerns only equipment used in telecommunication networks or radio installations. Article 5 recommends verifying that exposure is as low as possible in institutions for sensitive people within a radius of 100 meters.  Name: Loi n° 2015-136 relative à la sobriété, à la transparence, à l'information et à la concertation en matière d'exposition aux ondes électromagnétiques  Publication date: 10 February 2015 Link: https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030212642&categorieLien=id"
"EMFSTATUS","PUBLISHED","2018","EUR","FRA","EMFWORKER","EMFRADIO","Mandatory","","","","Name: Décret n° 2016-1074 du 3 août 2016 relatif à la protection des travailleurs contre les risques dus aux champs électromagnétiques Publication date: 6 August 2016 Link: https://www.legifrance.gouv.fr/eli/decret/2016/8/3/ETST1611714D/jo Notes:  Name: Arrêté du 5 décembre 2016 relatif aux grandeurs physiques que représentent les valeurs limites d'exposition professionnelle et les valeurs déclenchant l'action décrivant l'exposition à des champs électromagnétiques en milieu de travail Publication date: 10 December 2016 Link: https://www.legifrance.gouv.fr/eli/arrete/2016/12/5/ETST1633567A/jo/texte Notes:  "
"EMFSTATUS","PUBLISHED","2018","EUR","GBR","EMFWORKER","EMFSTATIC","Mandatory","","","","Name: The Control of ElectromagneticFields at Work Regulations 2016 Publication date: 23 May 2016 Link: http://legislation.data.gov.uk/uksi/2016/588/made/data.pdf Notes:  Issued by: Secretary of State for Work and Pensions  "
"EMFSTATUS","PUBLISHED","2018","EUR","GBR","EMFWORKER","EMFLOW","Mandatory","","","","Name: The Control of ElectromagneticFields at Work Regulations 2016 Publication date: 23 May 2016 Link: http://legislation.data.gov.uk/uksi/2016/588/made/data.pdf Notes:  Issued by: Secretary of State for Work and Pensions  "
"EMFSTATUS","PUBLISHED","2018","EUR","IRL","EMFWORKER","EMFSTATIC","Mandatory","","","","Name: Safety, Health and Welfare at Work (Electromagnetic Fields) Regulations 2016 Publication date: 5 July 2016 Link: http://www.irishstatutebook.ie/eli/2016/si/337/made/en/print Notes:  Issued by:  Ministry for Jobs, Enterprise and Innovation  "
"EMFSTATUS","PUBLISHED","2018","EUR","IRL","EMFWORKER","EMFLOW","Mandatory","","","","Name: Safety, Health and Welfare at Work (Electromagnetic Fields) Regulations 2016 Publication date: 1 July 2016 Link: http://www.irishstatutebook.ie/eli/2016/si/337/made/en/print Notes:  Issued by:  Ministry for Jobs, Enterprise and Innovation  "
"EMFSTATUS","PUBLISHED","2018","EUR","GBR","EMFPUBLIC","EMFLOW","Recommended","","","","Name: Advice on Limiting Exposure to Electromagnetic Fields (0-300 GHz), Documents of the NRPB: Volume 15, No. 2 Publication date: 2004 Link: http://webarchive.nationalarchives.gov.uk/20140629102627/http://www.hpa.org.uk/Publications/Radiation/NPRBArchive/DocumentsOfTheNRPB/Absd1502/ Notes: Recommended to Government the adoption of ICNIRP 1998   Name: Letter from Minister for Public Health to Chairman of NRPB Publication date: 2004 Link: http://www.emfs.info/wp-content/uploads/2014/07/DHletterandannex2004.pdf Notes: Accepted the NRPB’s recommendation and therefore adopted it as UK policy"
"EMFSTATUS","PUBLISHED","2018","EUR","GBR","EMFPUBLIC","EMFRADIO","Recommended","","","","Name: Advice on Limiting Exposure to Electromagnetic Fields (0-300 GHz), Documents of the NRPB: Volume 15, No. 2 Publication date: 2004 Link: http://webarchive.nationalarchives.gov.uk/20140629102627/http://www.hpa.org.uk/Publications/Radiation/NPRBArchive/DocumentsOfTheNRPB/Absd1502/ Notes: Recommended to Government the adoption of ICNIRP 1998   Name: Letter from Minister for Public Health to Chairman of NRPB Publication date: 2004 Link: http://www.emfs.info/wp-content/uploads/2014/07/DHletterandannex2004.pdf Notes: Accepted the NRPB’s recommendation and therefore adopted it as UK policy"
"EMFSTATUS","PUBLISHED","2018","EUR","GRC","EMFPUBLIC","EMFSTATIC","Mandatory","","","","Name: Protection  measures for the exposure of the general public to all low frequency electric and magnetic fields emitting devices (Act No.512/B) Publication date: 25-4-2002 Link: http://eeae.gr/files/nomothesia/32_90_YA_3060__238_FEK_512_B_2002.pdf  Notes: Joint Ministerial Decree of the Ministries of Development, Health and Welfare and Environment, Physical Planning and Public Works.  "
"EMFSTATUS","PUBLISHED","2018","EUR","GRC","EMFWORKER","EMFSTATIC","Mandatory","","","","Name: Εναρμόνιση με την οδηγία 2013/35/ΕΕ «περί των ελαχίστων απαιτήσεων υγείας και ασφά λειας όσον αφορά την έκθεση των εργαζομένων σε κινδύνους προερχόμενους από φυσικούς παρά- γοντες (ηλεκτρομαγνητικά πεδία) (20ή ειδική οδηγία κατά την έννοια του άρθρου 16 παράγρα- φος 1 της οδηγίας 89/391/ΕΟΚ) και περί καταργήσεως της οδηγίας 2004/40/ΕΚ» (ΕΕ L179/1 της 29.06.2013) Publication date:26 October 2016  Link: https://www.e-nomothesia.gr/kat-ergasia-koinonike-asphalise/proedriko-diatagma-120-2016.html   "
"EMFSTATUS","PUBLISHED","2018","EUR","GRC","EMFPUBLIC","EMFLOW","Mandatory","","","","Name: “Protection  measures for the exposure of the general public to all low frequency electric and magnetic fields emitting devices” (Act No.512/B) Publication date: 25-4-2002 Link:http://eeae.gr/files/nomothesia/32_90_YA_3060__238_FEK_512_B_2002.pdf Notes: Joint Ministerial Decree of the Ministries of Development, Health and Welfare and Environment, Physical Planning and Public Works. "
"EMFSTATUS","PUBLISHED","2018","EUR","GRC","EMFWORKER","EMFLOW","Mandatory","","","","Name: Εναρμόνιση με την οδηγία 2013/35/ΕΕ «περί των ελαχίστων απαιτήσεων υγείας και ασφά λειας όσον αφορά την έκθεση των εργαζομένων σε κινδύνους προερχόμενους από φυσικούς παρά- γοντες (ηλεκτρομαγνητικά πεδία) (20ή ειδική οδηγία κατά την έννοια του άρθρου 16 παράγρα- φος 1 της οδηγίας 89/391/ΕΟΚ) και περί καταργήσεως της οδηγίας 2004/40/ΕΚ» (ΕΕ L179/1 της 29.06.2013) Publication date:26 October 2016  Link: https://www.e-nomothesia.gr/kat-ergasia-koinonike-asphalise/proedriko-diatagma-120-2016.html   "
"EMFSTATUS","PUBLISHED","2018","EUR","GRC","EMFWORKER","EMFRADIO","Mandatory","","","","Name: Εναρμόνιση με την οδηγία 2013/35/ΕΕ «περί των ελαχίστων απαιτήσεων υγείας και ασφά λειας όσον αφορά την έκθεση των εργαζομένων σε κινδύνους προερχόμενους από φυσικούς παρά- γοντες (ηλεκτρομαγνητικά πεδία) (20ή ειδική οδηγία κατά την έννοια του άρθρου 16 παράγρα- φος 1 της οδηγίας 89/391/ΕΟΚ) και περί καταργήσεως της οδηγίας 2004/40/ΕΚ» (ΕΕ L179/1 της 29.06.2013) Publication date:26 October 2016  Link: https://www.e-nomothesia.gr/kat-ergasia-koinonike-asphalise/proedriko-diatagma-120-2016.html   "
"EMFSTATUS","PUBLISHED","2018","EUR","HRV","EMFPUBLIC","EMFSTATIC","Mandatory","","","","Name: Pravilnik o zastiti od elektromagnetskih polja, NN 146/2014 Publication date: 10 December 2014 Link: https://narodne-novine.nn.hr/clanci/sluzbeni/2014_12_146_2740.html"
"EMFSTATUS","PUBLISHED","2018","EUR","HRV","EMFWORKER","EMFSTATIC","Mandatory","","","","Name: Pravilnik o zdravstvenim uvjetima kojima moraju udovoljavati radnici koji obavljaju poslove s izvorima neionizirajućeg zračenja Publication date: 2016 Link: http://zuznr.hr/wp-content/uploads/propisi2/nacionalni/sf024.pdf"
"EMFSTATUS","PUBLISHED","2018","EUR","HRV","EMFPUBLIC","EMFLOW","Mandatory","","","","Name: Pravilnik o zastiti od elektromagnetskih polja, NN 146/2014 Publication date: 10 December 2014 Link: https://narodne-novine.nn.hr/clanci/sluzbeni/2014_12_146_2740.html"
"EMFSTATUS","PUBLISHED","2018","EUR","HRV","EMFWORKER","EMFLOW","Mandatory","","","","Name: Pravilnik o zdravstvenim uvjetima kojima moraju udovoljavati radnici koji obavljaju poslove s izvorima neionizirajućeg zračenja Publication date: 2016 Link: http://zuznr.hr/wp-content/uploads/propisi2/nacionalni/sf024.pdf"
"EMFSTATUS","PUBLISHED","2018","EUR","HRV","EMFPUBLIC","EMFRADIO","Mandatory","","","","Name: Pravilnik o zastiti od elektromagnetskih polja, NN 146/2014 Publication date: 10 December 2014 Link: https://narodne-novine.nn.hr/clanci/sluzbeni/2014_12_146_2740.html"
"EMFSTATUS","PUBLISHED","2018","EUR","HRV","EMFWORKER","EMFRADIO","Mandatory","","","","Name: Pravilnik o zdravstvenim uvjetima kojima moraju udovoljavati radnici koji obavljaju poslove s izvorima neionizirajućeg zračenja Publication date: 2016 Link: http://zuznr.hr/wp-content/uploads/propisi2/nacionalni/sf024.pdf"
"EMFSTATUS","PUBLISHED","2018","EUR","HUN","EMFPUBLIC","EMFSTATIC","Mandatory","","","","Name: 63/2004 (VII.26) ESzCsM rendelet a 0 Hz-300 GHz közötti frekvenciatartományú elektromos, mágneses és elektromágneses terek lakosságra vonatkozó egészségügyi határértékeiröl  Publication date: 2004 Link: https://net.jogtar.hu/getpdf?docid=A0400063.ESC&targetdate=20170105&printTitle=63/2004.+%28VII.+26.%29+ESzCsM+rendelet  Notes: ESzCsM of the Minister of Health, Social and Family Affairs"
"EMFSTATUS","PUBLISHED","2018","EUR","HUN","EMFWORKER","EMFSTATIC","Mandatory","","","","Name: Az emberi erőforrások minisztere 33/2016. (XI. 29.) EMMI rendelete a fizikai tényezők (elektromágneses terek) hatásának kitett munkavállalókra vonatkozó minimális egészségi és biztonsági követelményekről (33/2016. (XI. 29.))  Publication date: 29 November 2016 Link: https://net.jogtar.hu/jr/gen/hjegy_doc.cgi?docid=A1600033.EMM&timeshift=fffffff4&txtreferer=00000001.TXT Notes: Minister of Human Resources"
"EMFSTATUS","PUBLISHED","2018","EUR","HUN","EMFPUBLIC","EMFLOW","Mandatory","","","","Name: 63/2004 (VII.26) ESzCsM rendelet a 0 Hz-300 GHz közötti frekvenciatartományú elektromos, mágneses és elektromágneses terek lakosságra vonatkozó egészségügyi határértékeiröl  Publication date: 2004 Link: https://net.jogtar.hu/getpdf?docid=A0400063.ESC&targetdate=20170105&printTitle=63/2004.+%28VII.+26.%29+ESzCsM+rendelet  Notes: ESzCsM of the Minister of Health, Social and Family Affairs"
"EMFSTATUS","PUBLISHED","2018","EUR","HUN","EMFWORKER","EMFLOW","Mandatory","","","","Name: Az emberi erőforrások minisztere 33/2016. (XI. 29.) EMMI rendelete a fizikai tényezők (elektromágneses terek) hatásának kitett munkavállalókra vonatkozó minimális egészségi és biztonsági követelményekről  Publication date: 29 November 2016 Link: https://net.jogtar.hu/jr/gen/hjegy_doc.cgi?docid=A1600033.EMM&timeshift=fffffff4&txtreferer=00000001.TXT Notes: Minister of Human Resources"
"EMFSTATUS","PUBLISHED","2018","EUR","HUN","EMFPUBLIC","EMFRADIO","Mandatory","","","","Name: 63/2004 (VII.26) ESzCsM rendelet a 0 Hz-300 GHz közötti frekvenciatartományú elektromos, mágneses és elektromágneses terek lakosságra vonatkozó egészségügyi határértékeiröl  Publication date: 2004 Link: https://net.jogtar.hu/getpdf?docid=A0400063.ESC&targetdate=20170105&printTitle=63/2004.+%28VII.+26.%29+ESzCsM+rendelet  Notes: ESzCsM of the Minister of Health, Social and Family Affairs"
"EMFSTATUS","PUBLISHED","2018","EUR","HUN","EMFWORKER","EMFRADIO","Mandatory","","","","Name: Az emberi erőforrások minisztere 33/2016. (XI. 29.) EMMI rendelete a fizikai tényezők (elektromágneses terek) hatásának kitett munkavállalókra vonatkozó minimális egészségi és biztonsági követelményekről  Publication date: 29 November 2016 Link: https://net.jogtar.hu/jr/gen/hjegy_doc.cgi?docid=A1600033.EMM&timeshift=fffffff4&txtreferer=00000001.TXT Notes: Minister of Human Resources"
"EMFSTATUS","PUBLISHED","2018","EUR","IRL","EMFWORKER","EMFRADIO","Mandatory","","","","Name: Safety, Health and Welfare at Work (Electromagnetic Fields) Regulations 2016 Publication date: 1 July 2016 Link: http://www.irishstatutebook.ie/eli/2016/si/337/made/en/print Notes: Issued by Ministry for Jobs, Enterprise and Innovation  "
"EMFSTATUS","PUBLISHED","2018","EMR","IRN","EMFPUBLIC","EMFSTATIC","Mandatory","","","","Name: Non Ionizing Radiation- Exposure Limits (National Standard, in Persian Language), ISIRI 8567 Publication date: July 2006 Link: http://www.aeoi.org.ir , http://www.isiri.ir Notes: Related to Radiation Protection Act of Iran, non ionizing radiation protection should be met over the whole country. "
"EMFSTATUS","PUBLISHED","2018","EMR","IRN","EMFWORKER","EMFSTATIC","Mandatory","","","","Name: Non Ionizing Radiation- Exposure Limits (National Standard, in Persian Language), ISIRI 8567 Publication date: July 2006 Link: http://www.aeoi.org.ir , http://www.isiri.ir Notes: Related to Radiation Protection Act of Iran, non ionizing radiation protection should be met over the whole country. "
"EMFSTATUS","PUBLISHED","2018","EMR","IRN","EMFPUBLIC","EMFLOW","Mandatory","","","","Name: Non Ionizing Radiation- Exposure Limits (National Standard, in Persian Language), ISIRI 8567 Publication date: July 2006 Link: http://www.aeoi.org.ir , http://www.isiri.ir Notes: Related to Radiation Protection Act of Iran, non ionizing radiation protection should be met over the whole country. "
"EMFSTATUS","PUBLISHED","2018","EMR","IRN","EMFWORKER","EMFLOW","Mandatory","","","","Name: Non Ionizing Radiation- Exposure Limits (National Standard, in Persian Language), ISIRI 8567 Publication date: July 2006 Link: http://www.aeoi.org.ir , http://www.isiri.ir Notes: Related to Radiation Protection Act of Iran, non ionizing radiation protection should be met over the whole country. "
"EMFSTATUS","PUBLISHED","2018","EMR","IRN","EMFPUBLIC","EMFRADIO","Mandatory","","","","Name: Non Ionizing Radiation- Exposure Limits (National Standard, in Persian Language), ISIRI 8567 Publication date: July 2006 Link: http://www.aeoi.org.ir , http://www.isiri.ir Notes: Related to Radiation Protection Act of Iran, non ionizing radiation protection should be met over the whole country. "
"EMFSTATUS","PUBLISHED","2018","EMR","IRN","EMFWORKER","EMFRADIO","Mandatory","","","","Name: Non Ionizing Radiation- Exposure Limits (National Standard, in Persian Language), ISIRI 8567 Publication date: July 2006 Link: http://www.aeoi.org.ir , http://www.isiri.ir Notes: Related to Radiation Protection Act of Iran, non ionizing radiation protection should be met over the whole country. "
"EMFSTATUS","PUBLISHED","2018","EUR","ISR","EMFWORKER","EMFLOW","Mandatory","","","","Name: Work safety regulations (environmental and biological monitoring of workers with hazardous factors)  Publication date: 2011 Link: http://www.osh.org.il/uploadfiles/gov_hok_takanot.html Notes: Occupational exposure relates to any worker who installs or maintains electrical installations. For other workers the same standards as for the general public apply. "
"EMFSTATUS","PUBLISHED","2018","EUR","ISR","EMFWORKER","EMFRADIO","Mandatory","","","","Name: Work safety regulations (environmental and biological monitoring of workers with hazardous factors) (2011) Publication date:  Link: http://www.osh.org.il/uploadfiles/gov_hok_takanot.html Notes: Occupational exposure relates to any worker who installs or maintains RF installations. For other workers the same standards as for the general public apply."
"EMFSTATUS","PUBLISHED","2018","EUR","ISR","EMFPUBLIC","EMFSTATIC","Recommended","","","",""
"EMFSTATUS","PUBLISHED","2018","EUR","ISR","EMFWORKER","EMFSTATIC","Recommended","","","","Name:  Publication date:  Link: Notes: "
"EMFSTATUS","PUBLISHED","2018","EUR","ISR","EMFPUBLIC","EMFLOW","Recommended","","","","Name: Non-ionizing radiation law (2006) Publication date: 2006 Link: http://www.knesset.gov.il/Laws/Data/law/2046/2046.pdf Notes: Recommendation of the Ministry of Environmental Protection and the Ministry of Health.   Name: Non-ionizing radiation regulations (2009) Publication date: 2009 Link: https://www.osh.org.il/uploadfiles/6744_krina_bilti.pdf  Notes: The recommendation is followed since, according to the non-ionizing radiation law (2006), the Ministry of Environmental Protection has to provide permits for electric installations. "
"EMFSTATUS","PUBLISHED","2018","EUR","ISR","EMFPUBLIC","EMFRADIO","Recommended","","","","Name: Non-ionizing radiation law (2006) Publication date: 2006 Link: http://www.knesset.gov.il/Laws/Data/law/2046/2046.pdf Notes: Recommendation of the Ministry of Environmental Protection and the Ministry of Health.   Name: Non-ionizing radiation regulations (2009) Publication date: 2009 Link: https://www.osh.org.il/uploadfiles/6744_krina_bilti.pdf  Notes: The recommendation is followed since, according to the non-ionizing radiation law (2006), the Ministry of Environmental Protection has to provide permits for RF installations. "
"EMFSTATUS","PUBLISHED","2018","EUR","ITA","EMFWORKER","EMFSTATIC","Mandatory","","","","Name: Attuazione della direttiva 2013/35/UE sulle disposizioni minime di sicurezza e di salute relative all'esposizione dei lavoratori ai rischi derivanti dagli agenti fisici (campi elettromagnetici) e che abroga la direttiva 2004/40/CE. (16G00172)  Publication date: 18 August 2016 Link: http://www.gazzettaufficiale.it/eli/id/2016/08/18/16G00172/sg"
"EMFSTATUS","PUBLISHED","2018","EUR","LUX","EMFWORKER","EMFLOW","Mandatory","","","","Name: Règlement grand-ducal du 17 mai 2017 concernant les prescriptions minimales de sécurité et de santé relatives à l’exposition des salariés aux risques dus aux agents physiques (champs électromagnétiques).  Publication date: 22 May 2017 Link: http://legilux.public.lu/eli/etat/leg/rgd/2017/05/17/a498/jo"
"EMFSTATUS","PUBLISHED","2018","EUR","LUX","EMFWORKER","EMFRADIO","Mandatory","","","","Name: Règlement grand-ducal du 17 mai 2017 concernant les prescriptions minimales de sécurité et de santé relatives à l’exposition des salariés aux risques dus aux agents physiques (champs électromagnétiques).  Publication date: 22 May 2017 Link: http://legilux.public.lu/eli/etat/leg/rgd/2017/05/17/a498/jo"
"EMFSTATUS","PUBLISHED","2018","EUR","LVA","EMFWORKER","EMFSTATIC","Mandatory","","","","Name: Ministru kabineta 2015. gada 13. oktobra noteikumi Nr. 584 “Darba aizsardzības prasības nodarbināto aizsardzībai pret elektromagnētiskā lauka radīto risku darba vidē” Publication date:15 October 2015 Link: https://likumi.lv/ta/id/277138-darba-aizsardzibas-prasibas-nodarbinato-aizsardzibai-pret-elektromagnetiska-lauka-radito-risku-darba-vide "
"EMFSTATUS","PUBLISHED","2018","EUR","LVA","EMFWORKER","EMFLOW","Mandatory","","","","Name: Ministru kabineta 2015. gada 13. oktobra noteikumi Nr. 584 “Darba aizsardzības prasības nodarbināto aizsardzībai pret elektromagnētiskā lauka radīto risku darba vidē” Publication date:15 October 2015 Link: https://likumi.lv/ta/id/277138-darba-aizsardzibas-prasibas-nodarbinato-aizsardzibai-pret-elektromagnetiska-lauka-radito-risku-darba-vide "
"EMFSTATUS","PUBLISHED","2018","EUR","LVA","EMFWORKER","EMFRADIO","Mandatory","","","","Name: Ministru kabineta 2015. gada 13. oktobra noteikumi Nr. 584 “Darba aizsardzības prasības nodarbināto aizsardzībai pret elektromagnētiskā lauka radīto risku darba vidē” Publication date:15 October 2015 Link: https://likumi.lv/ta/id/277138-darba-aizsardzibas-prasibas-nodarbinato-aizsardzibai-pret-elektromagnetiska-lauka-radito-risku-darba-vide "
"EMFSTATUS","PUBLISHED","2018","EUR","MLT","EMFWORKER","EMFSTATIC","Mandatory","","","","Name: Work Place (Minimum Health and Safety Requirements for the Protection of Workers from Risks resulting from Exposure to Electromagnetic Fields) Regulations, 2016 under the Occupational Health and Safety Authority Act (Cap. 424 of the Laws of Malta) Publication date: 15 July 2016 Link: http://ohsa.org.mt/Portals/0/Docs/Consultations/2016/EMF%20Regulations%20for%20consultation%20(EN).pdf Notes: Minister for Social Dialogue, Consumer Affairs and Civil Liberties"
"EMFSTATUS","PUBLISHED","2018","EUR","MLT","EMFWORKER","EMFLOW","Mandatory","","","","Name: Work Place (Minimum Health and Safety Requirements for the Protection of Workers from Risks resulting from Exposure to Electromagnetic Fields) Regulations, 2016 under the Occupational Health and Safety Authority Act (Cap. 424 of the Laws of Malta) Publication date: 15 July 2016 Link: http://ohsa.org.mt/Portals/0/Docs/Consultations/2016/EMF%20Regulations%20for%20consultation%20(EN).pdf Notes: Minister for Social Dialogue, Consumer Affairs and Civil Liberties"
"EMFSTATUS","PUBLISHED","2018","EUR","ITA","EMFPUBLIC","EMFLOW","Mandatory","","","","Name: Decree of Prime Minister: ""Establishment of exposure limits, attention values, and quality goals to protect the population against power frequency (50 Hz) electric and magnetic fields generated by power lines"". G.U. No. 200 of 29-8-2003. Publication date: 8 July 2003 Link:  http://www.gazzettaufficiale.it/eli/id/2003/08/29/03A09749/sg  Notes: 3 sets of restrictions are defined: exposure limits, attention levels and quality goals. The precautionary ""attention values"" and ""quality goals"" are only for 50 Hz produced by electric lines (including substations and cabins inside buildings). For other sources in the frequency range 0 Hz – 100 kHz (besides power lines), the Decree refers to EU Recommendation 519/1999/EC.  Name: Law No. 36/2001 ""Legge quadro sulla protezione dalle esposizioni a campi elettrici, magnetici ed elettromagnetici"". G.U. No. 55 Publication date: 7 March 2001 Link:  http://www.camera.it/parlam/leggi/01036l.htm "
"EMFSTATUS","PUBLISHED","2018","EUR","ITA","EMFWORKER","EMFLOW","Mandatory","","","","Name: Attuazione della direttiva 2013/35/UE sulle disposizioni minime di sicurezza e di salute relative all'esposizione dei lavoratori ai rischi derivanti dagli agenti fisici (campi elettromagnetici) e che abroga la direttiva 2004/40/CE. (16G00172)  Publication date: 18 August 2016 Link: http://www.gazzettaufficiale.it/eli/id/2016/08/18/16G00172/sg"
"EMFSTATUS","PUBLISHED","2018","EUR","ITA","EMFPUBLIC","EMFRADIO","Mandatory","","","","Name: Decree of Prime Minister of July, 8, 2003: ""Establishment of exposure limits, attention values, and quality goals to protect the population against electric, magnetic, and electromagnetic fields generated at frequencies between 100 kHz and 300 GHz”. G.U. No. 199 of 28/8/2003 Publication date: 28 August 2003 Link:   http://www.gazzettaufficiale.it/eli/id/2003/08/29/03A09749/sg  Notes: The numerical values in the Decree apply only to the fields produced by fixed telecommunication systems or plants. For exposure to any other source in the frequency range 100 kHz - 300 GHz, the Decree refers to EU Recommendation 519/1999/EC.  Name: Law No. 36/2001 ""Legge quadro sulla protezione dalle esposizioni a campi elettrici, magnetici ed elettromagnetici"". G.U. No. 55  Publication date: 7 March 2001 Link: http://www.camera.it/parlam/leggi/01036l.htm   "
"EMFSTATUS","PUBLISHED","2018","EUR","ITA","EMFWORKER","EMFRADIO","Mandatory","","","","Name: Attuazione della direttiva 2013/35/UE sulle disposizioni minime di sicurezza e di salute relative all'esposizione dei lavoratori ai rischi derivanti dagli agenti fisici (campi elettromagnetici) e che abroga la direttiva 2004/40/CE. (16G00172)  Publication date: 18 August 2016 Link: http://www.gazzettaufficiale.it/eli/id/2016/08/18/16G00172/sg"
