"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","CLINICALSUPERVISION","Display Value","Numeric","Low","High","Comments"
"RSUD_81","PUBLISHED","2008","AFR","MUS","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","MUS","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","MUS","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","MUS","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","MEX","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","MEX","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","MEX","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","MEX","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","WPR","MNG","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","WPR","MNG","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","WPR","MNG","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","WPR","MNG","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","EMR","MAR","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","EMR","MAR","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","EMR","MAR","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","EMR","MAR","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","MOZ","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","MOZ","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","MOZ","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","MOZ","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","MMR","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","MMR","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","MMR","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","MMR","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","NAM","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","NAM","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","NAM","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","NAM","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","NPL","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","NPL","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","NPL","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","NPL","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","NLD","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","NLD","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","NLD","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","NLD","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","WPR","NZL","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","WPR","NZL","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","WPR","NZL","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","WPR","NZL","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AMR","NIC","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","NIC","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","NIC","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","NIC","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","NER","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","NER","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","NER","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","NER","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","NGA","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","NGA","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","NGA","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","NGA","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","NOR","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","NOR","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","NOR","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","NOR","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","EMR","OMN","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","EMR","OMN","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","EMR","OMN","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","EMR","OMN","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","EMR","PAK","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EMR","PAK","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EMR","PAK","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EMR","PAK","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","WPR","PLW","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","WPR","PLW","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","WPR","PLW","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","WPR","PLW","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","PAN","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","PAN","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","PAN","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","PAN","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","WPR","PNG","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","WPR","PNG","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AMR","PRY","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","AMR","PRY","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AMR","PRY","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AMR","PER","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","PER","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","PER","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","PER","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","WPR","PHL","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","WPR","PHL","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","WPR","PHL","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","WPR","PHL","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","POL","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","POL","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","POL","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","POL","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","WPR","KOR","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","WPR","KOR","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","WPR","KOR","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","WPR","KOR","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","MDA","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","MDA","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","MDA","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","RUS","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","RUS","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","RUS","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","RUS","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","RWA","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","RWA","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","RWA","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","RWA","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","SMR","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","SMR","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","SMR","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","SMR","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","STP","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","STP","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","STP","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","STP","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","EMR","SAU","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EMR","SAU","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EMR","SAU","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EMR","SAU","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","SEN","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","SEN","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","SEN","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","SEN","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","SRB","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","SRB","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","SRB","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","SRB","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","SYC","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","SYC","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","SYC","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","SYC","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","SLE","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","SLE","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","SLE","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","SLE","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","WPR","SGP","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","WPR","SGP","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","WPR","SGP","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","WPR","SGP","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","SVK","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","SVK","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","SVK","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","SVK","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","SVN","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","SVN","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","SVN","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","SVN","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","ZAF","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","ZAF","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","ZAF","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","ZAF","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","ESP","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","ESP","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","ESP","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","ESP","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","EMR","SDN","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EMR","SDN","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EMR","SDN","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EMR","SDN","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AMR","SUR","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AMR","SUR","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AMR","SUR","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AMR","SUR","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","SWZ","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","SWZ","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","SWZ","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","SWZ","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","SWE","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","SWE","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","SWE","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","SWE","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","CHE","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","CHE","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","CHE","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","CHE","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","TJK","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","TJK","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","TJK","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","TJK","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","THA","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","THA","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","THA","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","THA","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","TLS","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","TLS","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","TLS","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","TLS","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","TGO","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","TGO","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","TGO","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","TGO","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","TUR","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","TUR","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","TUR","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","TUR","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","UGA","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","UGA","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","UGA","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","UGA","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","UKR","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","UKR","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","UKR","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","UKR","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","URY","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","URY","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","URY","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","URY","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","UZB","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","UZB","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","UZB","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","UZB","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","VEN","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AMR","VEN","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","AMR","VEN","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AMR","VEN","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","WPR","VNM","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","WPR","VNM","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","WPR","VNM","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","WPR","VNM","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","ZMB","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","ZMB","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","ZMB","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","ZMB","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","ZWE","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","ZWE","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","ZWE","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","ZWE","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","MNE","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","MNE","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","MNE","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","MNE","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","CIV","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","CIV","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","CIV","NURSES","yes","","","",""
