"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","EDUCATIONLEVEL","RESIDENCEAREATYPE","WEALTHQUINTILE","DHSMICSGEOREGION","Display Value","Numeric","Low","High","Comments"
"cpmo","EQ_DHS","PUBLISHED","2002","WPR","VNM","","","URB","","","54.9 [51.6-58.2]","54.89721","51.58796","58.16370",""
"cpmo","EQ_MICS","PUBLISHED","2010","WPR","VNM","","","RUR","","","60.5 [58.6-62.4]","60.50584","58.62272","62.35828",""
"cpmo","EQ_MICS","PUBLISHED","2010","WPR","VNM","","","URB","","","58.3 [56.1-60.4]","58.25545","56.06326","60.41548",""
"cpmo","EQ_MICS","PUBLISHED","2007","WPR","VUT","","","RUR","","","35.5 [31.5-39.8]","35.54081","31.50517","39.79308",""
"cpmo","EQ_MICS","PUBLISHED","2007","WPR","VUT","","","URB","","","41.0 [36.8-45.4]","41.04270","36.82413","45.39727",""
"cpmo","EQ_DHS","PUBLISHED","2013","AFR","ZMB","","","RUR","","","39.0 [37.1-40.9]","38.96023","37.06546","40.88892",""
"cpmo","EQ_DHS","PUBLISHED","2013","AFR","ZMB","","","URB","","","53.4 [51.1-55.7]","53.40290","51.11245","55.67908",""
"cpmo","EQ_DHS","PUBLISHED","1999","AFR","ZWE","","","RUR","","","43.9 [41.0-46.8]","43.85039","40.98580","46.75657",""
"cpmo","EQ_DHS","PUBLISHED","1999","AFR","ZWE","","","URB","","","61.8 [58.6-64.9]","61.81842","58.61073","64.92629",""
"cpmo","EQ_MICS","PUBLISHED","2009","AFR","ZWE","","","RUR","","","60.7 [58.8-62.5]","60.70202","58.82763","62.54541",""
"cpmo","EQ_MICS","PUBLISHED","2005","EUR","ALB","","NHLM","","","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"cpmo","EQ_MICS","PUBLISHED","2005","EUR","ALB","","PRLM","","","","14.9 [6.4-31.0]","14.91262","6.40971","30.96343","Attention - Estimate is based on 25-49 cases."
"cpmo","EQ_DHS","PUBLISHED","2008","EUR","ALB","","PRLM","","","","8.9 [7.7-10.3]","8.90852","7.67747","10.31492",""
"cpmo","EQ_DHS","PUBLISHED","2008","EUR","ALB","","SHLM","","","","12.9 [10.9-15.1]","12.85557","10.90585","15.09480",""
"cpmo","EQ_DHS","PUBLISHED","2006","EUR","AZE","","NHLM","","","","6.4 [1.7-21.5]","6.35051","1.65545","21.45616",""
"cpmo","EQ_DHS","PUBLISHED","2006","EUR","AZE","","PRLM","","","","2.8 [1.0-8.0]","2.83428","0.96660","8.01854",""
"cpmo","EQ_DHS","PUBLISHED","2006","EUR","AZE","","SHLM","","","","14.5 [13.3-15.8]","14.47886","13.25494","15.79520",""
"cpmo","EQ_MICS","PUBLISHED","2005","AFR","BDI","","SHLM","","","","25.8 [19.0-34.0]","25.76268","18.98236","33.95000",""
"cpmo","EQ_DHS","PUBLISHED","2006","AFR","BEN","","NHLM","","","","4.4 [3.9-4.9]","4.37859","3.91848","4.88997",""
"cpmo","EQ_DHS","PUBLISHED","2011","AFR","BEN","","NHLM","","","","6.5 [5.9-7.1]","6.49907","5.92071","7.12964",""
"cpmo","EQ_DHS","PUBLISHED","2011","AFR","BEN","","PRLM","","","","10.2 [8.8-11.8]","10.21603","8.83563","11.78422",""
"cpmo","EQ_DHS","PUBLISHED","2011","AFR","BEN","","SHLM","","","","13.2 [11.3-15.3]","13.15851","11.26978","15.30916",""
"cpmo","EQ_DHS","PUBLISHED","1993","SEAR","BGD","","NHLM","","","","34.6 [32.8-36.5]","34.59721","32.78464","36.45565",""
"cpmo","EQ_DHS","PUBLISHED","1993","SEAR","BGD","","PRLM","","","","36.5 [34.2-38.8]","36.48561","34.23416","38.79779",""
"cpmo","EQ_DHS","PUBLISHED","1993","SEAR","BGD","","SHLM","","","","44.2 [41.6-46.8]","44.20696","41.60164","46.84456",""
"cpmo","EQ_DHS","PUBLISHED","1996","SEAR","BGD","","PRLM","","","","44.0 [41.7-46.2]","43.96931","41.71398","46.24983",""
"cpmo","EQ_DHS","PUBLISHED","1996","SEAR","BGD","","SHLM","","","","45.7 [42.9-48.6]","45.69854","42.85663","48.56873",""
"cpmo","EQ_DHS","PUBLISHED","2007","SEAR","BGD","","NHLM","","","","46.3 [43.5-49.2]","46.33602","43.47201","49.22440",""
"cpmo","EQ_DHS","PUBLISHED","2011","SEAR","BGD","","NHLM","","","","50.2 [48.2-52.1]","50.18938","48.23557","52.14260",""
"cpmo","EQ_DHS","PUBLISHED","2011","SEAR","BGD","","PRLM","","","","52.3 [50.6-54.0]","52.30789","50.64898","53.96172",""
"cpmo","EQ_DHS","PUBLISHED","2011","SEAR","BGD","","SHLM","","","","53.0 [51.6-54.4]","52.99988","51.56457","54.43024",""
"cpmo","EQ_MICS","PUBLISHED","2005","EUR","BLR","","NHLM","","","","No data","","","","Not available."
"cpmo","EQ_MICS","PUBLISHED","2005","EUR","BLR","","PRLM","","","","No data","","","","Not available."
"cpmo","EQ_MICS","PUBLISHED","2012","EUR","BLR","","PRLM","","","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"cpmo","EQ_MICS","PUBLISHED","2012","EUR","BLR","","SHLM","","","","51.2 [49.1-53.3]","51.17938","49.09315","53.26151",""
"cpmo","EQ_DHS","PUBLISHED","1998","AMR","BOL","","NHLM","","","","7.6 [5.8-9.9]","7.57061","5.77781","9.86147",""
"cpmo","EQ_DHS","PUBLISHED","1998","AMR","BOL","","PRLM","","","","17.6 [16.0-19.2]","17.56378","16.01844","19.22407",""
"cpmo","EQ_DHS","PUBLISHED","1998","AMR","BOL","","SHLM","","","","36.7 [34.7-38.7]","36.70031","34.70815","38.73897",""
"cpmo","EQ_DHS","PUBLISHED","2003","AMR","BOL","","SHLM","","","","46.4 [44.1-48.6]","46.37532","44.13477","48.63061",""
"cpmo","EQ_MICS","PUBLISHED","2010","SEAR","BTN","","NHLM","","","","67.3 [65.8-68.8]","67.29542","65.79520","68.76109",""
"cpmo","EQ_DHS","PUBLISHED","1994","AFR","CAF","","NHLM","","","","1.1 [0.7-1.6]","1.07649","0.73459","1.57499",""
"cpmo","EQ_DHS","PUBLISHED","1994","AFR","CAF","","PRLM","","","","4.0 [3.0-5.3]","4.00346","3.03772","5.25957",""
"cpmo","EQ_DHS","PUBLISHED","1994","AFR","CAF","","SHLM","","","","12.1 [9.0-16.2]","12.13786","9.01306","16.15369",""
"cpmo","EQ_MICS","PUBLISHED","2006","AFR","CIV","","NHLM","","","","6.2 [5.1-7.5]","6.20466","5.09731","7.53348",""
"cpmo","EQ_MICS","PUBLISHED","2006","AFR","CIV","","PRLM","","","","12.3 [10.4-14.6]","12.34179","10.40894","14.57517",""
"cpmo","EQ_MICS","PUBLISHED","2006","AFR","CIV","","SHLM","","","","22.1 [18.4-26.2]","22.05077","18.43000","26.15478",""
"cpmo","EQ_DHS","PUBLISHED","2011","AFR","CIV","","PRLM","","","","17.3 [14.6-20.3]","17.25448","14.60219","20.27415",""
"cpmo","EQ_DHS","PUBLISHED","2011","AFR","CIV","","SHLM","","","","19.9 [16.3-24.1]","19.91772","16.28712","24.12440",""
"cpmo","EQ_DHS","PUBLISHED","2011","AFR","CMR","","NHLM","","","","3.3 [2.5-4.3]","3.25027","2.47961","4.25001",""
"cpmo","EQ_MICS","PUBLISHED","2014","AFR","CMR","","NHLM","","","","3.3 [2.2-4.9]","3.31246","2.22621","4.90216",""
"cpmo","EQ_MICS","PUBLISHED","2014","AFR","CMR","","PRLM","","","","16.3 [14.5-18.2]","16.28242","14.50514","18.23103",""
"cpmo","EQ_MICS","PUBLISHED","2014","AFR","CMR","","SHLM","","","","27.0 [24.8-29.4]","27.04922","24.84074","29.37731",""
"cpmo","EQ_DHS","PUBLISHED","2011","AFR","COG","","NHLM","","","","10.5 [7.5-14.3]","10.45104","7.53296","14.32439",""
"cpmo","EQ_DHS","PUBLISHED","2011","AFR","COG","","PRLM","","","","15.7 [13.2-18.6]","15.70406","13.21654","18.55964",""
"cpmo","EQ_DHS","PUBLISHED","1995","AMR","COL","","PRLM","","","","56.6 [54.5-58.6]","56.55644","54.47040","58.61952",""
"cpmo","EQ_DHS","PUBLISHED","1995","AMR","COL","","SHLM","","","","63.0 [61.0-65.0]","63.03411","60.97724","65.04472",""
"cpmo","EQ_DHS","PUBLISHED","1996","AFR","COM","","NHLM","","","","10.7 [9.0-12.8]","10.74007","8.95396","12.83226",""
"cpmo","EQ_DHS","PUBLISHED","1996","AFR","COM","","PRLM","","","","11.0 [7.4-15.9]","10.96346","7.43730","15.87470",""
"cpmo","EQ_DHS","PUBLISHED","1996","AFR","COM","","SHLM","","","","15.1 [11.3-19.9]","15.11111","11.31896","19.88880",""
"cpmo","EQ_DHS","PUBLISHED","2012","AFR","COM","","SHLM","","","","17.4 [14.9-20.3]","17.40804","14.86618","20.28096",""
"cpmo","EQ_MICS","PUBLISHED","2006","AMR","CUB","","NHLM","","","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"cpmo","EQ_MICS","PUBLISHED","2006","AMR","CUB","","PRLM","","","","73.6 [67.8-78.6]","73.57323","67.84225","78.60494",""
"cpmo","EQ_MICS","PUBLISHED","2010","AMR","CUB","","NHLM","","","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"cpmo","EQ_MICS","PUBLISHED","2010","AMR","CUB","","PRLM","","","","71.4 [57.4-82.3]","71.42534","57.35845","82.28495",""
"cpmo","EQ_MICS","PUBLISHED","2010","AMR","CUB","","SHLM","","","","73.2 [70.5-75.7]","73.21681","70.52954","75.74333",""
"cpmo","EQ_DHS","PUBLISHED","2002","AMR","DOM","","NHLM","","","","62.0 [57.8-66.1]","62.03790","57.75407","66.14198",""
"cpmo","EQ_DHS","PUBLISHED","2002","AMR","DOM","","PRLM","","","","66.4 [65.1-67.7]","66.41655","65.06074","67.74583",""
"cpmo","EQ_DHS","PUBLISHED","2002","AMR","DOM","","SHLM","","","","65.5 [63.6-67.4]","65.52235","63.58704","67.40752",""
"cpmo","EQ_DHS","PUBLISHED","2007","AMR","DOM","","SHLM","","","","67.4 [66.0-68.9]","67.42767","65.96278","68.85927",""
"cpmo","EQ_RHS","PUBLISHED","1994","AMR","ECU","","NHLM","","","","20.5 [16.7-24.9]","20.51438","16.69577","24.94485",""
"cpmo","EQ_RHS","PUBLISHED","1999","AMR","ECU","","NHLM","","","","35.1 [29.4-41.2]","35.06715","29.35374","41.24339",""
"cpmo","EQ_RHS","PUBLISHED","1999","AMR","ECU","","PRLM","","","","46.2 [43.6-48.7]","46.18164","43.64950","48.73363",""
"cpmo","EQ_RHS","PUBLISHED","1999","AMR","ECU","","SHLM","","","","56.0 [54.2-57.8]","55.98720","54.18515","57.77360",""
"cpmo","EQ_DHS","PUBLISHED","2008","EMR","EGY","","NHLM","","","","55.5 [53.9-57.2]","55.54098","53.85801","57.21134",""
"cpmo","EQ_DHS","PUBLISHED","2008","EMR","EGY","","PRLM","","","","59.3 [56.8-61.8]","59.34691","56.83612","61.80978",""
"cpmo","EQ_DHS","PUBLISHED","2014","EMR","EGY","","PRLM","","","","57.7 [54.8-60.4]","57.65182","54.82735","60.42715",""
"cpmo","EQ_DHS","PUBLISHED","2014","EMR","EGY","","SHLM","","","","56.4 [55.3-57.5]","56.42734","55.31670","57.53156",""
"cpmo","EQ_DHS","PUBLISHED","2012","AFR","GAB","","NHLM","","","","10.1 [5.7-17.4]","10.12635","5.69476","17.37129",""
"cpmo","EQ_DHS","PUBLISHED","2012","AFR","GAB","","PRLM","","","","12.9 [10.7-15.5]","12.91509","10.69887","15.51065",""
"cpmo","EQ_DHS","PUBLISHED","2012","AFR","GAB","","SHLM","","","","22.8 [20.1-25.6]","22.75862","20.11578","25.63725",""
"cpmo","EQ_MICS","PUBLISHED","2005","EUR","GEO","","SHLM","","","","19.8 [18.3-21.5]","19.84815","18.29695","21.49626",""
"cpmo","EQ_MICS","PUBLISHED","2006","AFR","GHA","","NHLM","","","","8.7 [7.0-10.8]","8.67347","6.95383","10.76914",""
"cpmo","EQ_MICS","PUBLISHED","2006","AFR","GHA","","PRLM","","","","14.1 [11.3-17.5]","14.08186","11.25977","17.47201",""
"cpmo","EQ_DHS","PUBLISHED","2008","AFR","GHA","","NHLM","","","","10.8 [8.8-13.3]","10.80918","8.76845","13.25586",""
"cpmo","EQ_DHS","PUBLISHED","2008","AFR","GHA","","PRLM","","","","18.0 [14.9-21.5]","17.97921","14.92330","21.50273",""
"cpmo","EQ_DHS","PUBLISHED","2008","AFR","GHA","","SHLM","","","","19.5 [17.2-22.0]","19.47379","17.15809","22.01896",""
"cpmo","EQ_DHS","PUBLISHED","2012","AFR","GIN","","NHLM","","","","3.9 [3.1-4.9]","3.90480","3.13615","4.85241",""
"cpmo","EQ_DHS","PUBLISHED","2012","AFR","GIN","","PRLM","","","","6.1 [4.5-8.2]","6.09585","4.49588","8.21624",""
"cpmo","EQ_DHS","PUBLISHED","2012","AFR","GIN","","SHLM","","","","8.8 [6.4-11.9]","8.79832","6.44419","11.90302",""
"cpmo","EQ_MICS","PUBLISHED","2005","AFR","GMB","","SHLM","","","","No data","","","","Not available."
"cpmo","EQ_DHS","PUBLISHED","1995","AMR","GTM","","NHLM","","","","12.7 [10.7-14.9]","12.70062","10.74800","14.94855",""
"cpmo","EQ_DHS","PUBLISHED","1998","AMR","GTM","","NHLM","","","","16.0 [13.1-19.5]","15.99481","13.05145","19.45345",""
"cpmo","EQ_DHS","PUBLISHED","1998","AMR","GTM","","PRLM","","","","31.3 [26.4-36.7]","31.31255","26.36000","36.73146",""
"cpmo","EQ_DHS","PUBLISHED","1998","AMR","GTM","","SHLM","","","","53.6 [48.0-59.2]","53.63973","47.99085","59.19672",""
"cpmo","EQ_DHS","PUBLISHED","2009","AMR","GUY","","NHLM","","","","20.5 [10.8-35.5]","20.54643","10.81752","35.53845",""
"cpmo","EQ_DHS","PUBLISHED","2009","AMR","GUY","","PRLM","","","","38.3 [33.7-43.1]","38.26053","33.65878","43.08284",""
"cpmo","EQ_MICS","PUBLISHED","2014","AMR","GUY","","PRLM","","","","31.3 [26.5-36.5]","31.29331","26.50422","36.51780",""
"cpmo","EQ_MICS","PUBLISHED","2014","AMR","GUY","","SHLM","","","","32.9 [30.5-35.4]","32.86199","30.46090","35.35611",""
"cpmo","EQ_DHS","PUBLISHED","2011","AMR","HND","","NHLM","","","","49.2 [44.9-53.5]","49.19107","44.92219","53.47179",""
"cpmo","EQ_DHS","PUBLISHED","2011","AMR","HND","","PRLM","","","","63.8 [62.5-65.1]","63.80485","62.51820","65.07200",""
"cpmo","EQ_DHS","PUBLISHED","2011","AMR","HND","","SHLM","","","","66.0 [64.2-67.7]","65.96715","64.15913","67.72983",""
"cpmo","EQ_DHS","PUBLISHED","1994","AMR","HTI","","SHLM","","","","23.2 [19.5-27.3]","23.21064","19.53028","27.34883",""
"cpmo","EQ_DHS","PUBLISHED","1994","SEAR","IDN","","NHLM","","","","38.1 [35.1-41.2]","38.14670","35.14697","41.23966",""
"cpmo","EQ_DHS","PUBLISHED","1994","SEAR","IDN","","PRLM","","","","53.3 [51.8-54.7]","53.26226","51.81596","54.70309",""
"cpmo","EQ_DHS","PUBLISHED","1997","SEAR","IDN","","PRLM","","","","56.0 [54.3-57.7]","56.02695","54.30384","57.73565",""
"cpmo","EQ_DHS","PUBLISHED","1997","SEAR","IDN","","SHLM","","","","57.4 [55.8-59.0]","57.40017","55.76505","59.01929",""
"cpmo","EQ_DHS","PUBLISHED","2005","SEAR","IND","","NHLM","","","","45.7 [44.7-46.7]","45.67817","44.67536","46.68449",""
"cpmo","EQ_DHS","PUBLISHED","2005","SEAR","IND","","PRLM","","","","53.0 [51.8-54.2]","52.99638","51.78549","54.20375",""
"cpmo","EQ_DHS","PUBLISHED","2005","SEAR","IND","","SHLM","","","","50.3 [49.5-51.1]","50.30093","49.46530","51.13639",""
"cpmo","EQ_MICS","PUBLISHED","2006","EMR","IRQ","","SHLM","","","","38.6 [36.8-40.4]","38.58218","36.83384","40.36049",""
"cpmo","EQ_DHS","PUBLISHED","1997","EMR","JOR","","NHLM","","","","26.2 [22.1-30.7]","26.18648","22.14133","30.67947",""
"cpmo","EQ_DHS","PUBLISHED","2002","EMR","JOR","","NHLM","","","","33.0 [28.3-38.1]","33.00767","28.32340","38.05532",""
"cpmo","EQ_DHS","PUBLISHED","2002","EMR","JOR","","PRLM","","","","34.9 [30.4-39.7]","34.91257","30.37503","39.74105",""
"cpmo","EQ_DHS","PUBLISHED","2002","EMR","JOR","","SHLM","","","","42.6 [40.8-44.5]","42.62714","40.75507","44.52059",""
"cpmo","EQ_MICS","PUBLISHED","2006","EUR","KAZ","","NHLM","","","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"cpmo","EQ_MICS","PUBLISHED","2006","EUR","KAZ","","PRLM","","","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"cpmo","EQ_MICS","PUBLISHED","2010","EUR","KAZ","","PRLM","","","","No data","","","","Not available."
"cpmo","EQ_MICS","PUBLISHED","2010","EUR","KAZ","","SHLM","","","","No data","","","","Not available."
"cpmo","EQ_DHS","PUBLISHED","2003","AFR","KEN","","NHLM","","","","8.0 [5.9-10.9]","8.01544","5.86488","10.86358",""
"cpmo","EQ_DHS","PUBLISHED","2008","AFR","KEN","","NHLM","","","","12.0 [8.6-16.5]","12.00036","8.61118","16.48288",""
"cpmo","EQ_DHS","PUBLISHED","2008","AFR","KEN","","PRLM","","","","38.3 [35.5-41.1]","38.29149","35.51588","41.14562",""
"cpmo","EQ_DHS","PUBLISHED","2008","AFR","KEN","","SHLM","","","","52.1 [48.1-56.1]","52.09830","48.05676","56.11255",""
"cpmo","EQ_DHS","PUBLISHED","2014","AFR","KEN","","SHLM","","","","59.4 [57.8-61.0]","59.43225","57.83651","61.00831",""
"cpmo","EQ_MICS","PUBLISHED","2014","EUR","KGZ","","NHLM","","","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"cpmo","EQ_MICS","PUBLISHED","2014","EUR","KGZ","","PRLM","","","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"cpmo","EQ_DHS","PUBLISHED","2000","WPR","KHM","","PRLM","","","","19.0 [17.5-20.6]","19.02475","17.52950","20.61566",""
"cpmo","EQ_DHS","PUBLISHED","2000","WPR","KHM","","SHLM","","","","23.2 [20.4-26.1]","23.15058","20.42433","26.12128",""
"cpmo","EQ_MICS","PUBLISHED","2011","WPR","LAO","","NHLM","","","","32.7 [30.6-34.9]","32.72036","30.60324","34.91028",""
"cpmo","EQ_MICS","PUBLISHED","2011","WPR","LAO","","PRLM","","","","48.4 [46.7-50.2]","48.44646","46.72590","50.17072",""
"cpmo","EQ_MICS","PUBLISHED","2011","WPR","LAO","","SHLM","","","","40.3 [38.5-42.1]","40.27095","38.47101","42.09748",""
"cpmo","EQ_DHS","PUBLISHED","2007","AFR","LBR","","SHLM","","","","18.3 [14.8-22.3]","18.25669","14.78520","22.32969",""
"cpmo","EQ_DHS","PUBLISHED","2009","AFR","LSO","","NHLM","","","","27.8 [16.4-43.0]","27.83380","16.44901","43.03925",""
"cpmo","EQ_DHS","PUBLISHED","2014","AFR","LSO","","NHLM","","","","38.1 [23.5-55.2]","38.09206","23.49349","55.21516",""
"cpmo","EQ_DHS","PUBLISHED","2014","AFR","LSO","","PRLM","","","","55.5 [52.3-58.7]","55.51602","52.31738","58.66959",""
"cpmo","EQ_DHS","PUBLISHED","2014","AFR","LSO","","SHLM","","","","63.8 [61.1-66.4]","63.80659","61.14637","66.38480",""
"cpmo","EQ_DHS","PUBLISHED","1997","AFR","MDG","","NHLM","","","","1.5 [0.9-2.4]","1.48719","0.90470","2.43549",""
"cpmo","EQ_DHS","PUBLISHED","1997","AFR","MDG","","PRLM","","","","8.4 [6.7-10.4]","8.35205","6.65308","10.43638",""
"cpmo","EQ_DHS","PUBLISHED","2003","AFR","MDG","","PRLM","","","","18.7 [16.0-21.8]","18.70954","15.97584","21.78970",""
"cpmo","EQ_DHS","PUBLISHED","2003","AFR","MDG","","SHLM","","","","28.4 [25.0-32.2]","28.44300","24.98836","32.17041",""
"cpmo","EQ_MICS","PUBLISHED","2005","EUR","MKD","","NHLM","","","","2.8 [1.3-5.9]","2.76506","1.28431","5.85186",""
"cpmo","EQ_MICS","PUBLISHED","2011","EUR","MKD","","NHLM","","","","7.5 [1.8-26.8]","7.48488","1.76070","26.75127",""
"cpmo","EQ_MICS","PUBLISHED","2011","EUR","MKD","","PRLM","","","","8.0 [6.4-9.9]","7.95017","6.36296","9.89147",""
"cpmo","EQ_MICS","PUBLISHED","2011","EUR","MKD","","SHLM","","","","15.8 [13.7-18.3]","15.84808","13.68007","18.28689",""
"cpmo","EQ_DHS","PUBLISHED","1995","AFR","MLI","","SHLM","","","","30.1 [25.7-34.9]","30.07585","25.69205","34.85678",""
"cpmo","EQ_DHS","PUBLISHED","2012","AFR","MLI","","NHLM","","","","7.8 [6.8-8.9]","7.75717","6.78306","8.85788",""
"cpmo","EQ_DHS","PUBLISHED","2012","AFR","MLI","","PRLM","","","","12.9 [10.6-15.7]","12.90346","10.55996","15.67588",""
"cpmo","EQ_DHS","PUBLISHED","2015","SEAR","MMR","","PRLM","","","","50.6 [48.4-52.8]","50.57799","48.36189","52.79182",""
"cpmo","EQ_DHS","PUBLISHED","2015","SEAR","MMR","","SHLM","","","","57.8 [55.6-60.1]","57.84275","55.60126","60.05238",""
"cpmo","EQ_MICS","PUBLISHED","2013","WPR","MNG","","NHLM","","","","48.8 [42.8-54.7]","48.75798","42.80613","54.74526",""
"cpmo","EQ_MICS","PUBLISHED","2013","WPR","MNG","","PRLM","","","","62.4 [57.7-66.8]","62.35159","57.70857","66.77831",""
"cpmo","EQ_MICS","PUBLISHED","2013","WPR","MNG","","SHLM","","","","47.3 [46.1-48.6]","47.34888","46.10391","48.59716",""
"cpmo","EQ_DHS","PUBLISHED","1997","AFR","MOZ","","SHLM","","","","27.1 [17.6-39.2]","27.07671","17.61379","39.20429",""
"cpmo","EQ_MICS","PUBLISHED","2007","AFR","MRT","","NHLM","","","","4.1 [3.2-5.2]","4.08494","3.20021","5.20111",""
"cpmo","EQ_MICS","PUBLISHED","2011","AFR","MRT","","NHLM","","","","6.1 [4.9-7.6]","6.10921","4.90283","7.58874",""
"cpmo","EQ_MICS","PUBLISHED","2011","AFR","MRT","","PRLM","","","","12.9 [11.5-14.5]","12.91101","11.46212","14.51304",""
"cpmo","EQ_MICS","PUBLISHED","2011","AFR","MRT","","SHLM","","","","17.3 [15.3-19.6]","17.33277","15.30364","19.56877",""
"cpmo","EQ_MICS","PUBLISHED","2013","AFR","MWI","","NHLM","","","","51.6 [48.8-54.5]","51.63452","48.77673","54.48167",""
"cpmo","EQ_MICS","PUBLISHED","2013","AFR","MWI","","PRLM","","","","57.6 [56.2-58.9]","57.57069","56.19656","58.93322",""
"cpmo","EQ_MICS","PUBLISHED","2013","AFR","MWI","","SHLM","","","","60.8 [57.8-63.7]","60.76859","57.78251","63.67624",""
"cpmo","EQ_DHS","PUBLISHED","2015","AFR","MWI","","PRLM","","","","59.0 [57.7-60.3]","59.01790","57.67883","60.34374",""
"cpmo","EQ_DHS","PUBLISHED","2015","AFR","MWI","","SHLM","","","","58.4 [55.9-60.8]","58.35550","55.91516","60.75557",""
"cpmo","EQ_DHS","PUBLISHED","1998","AFR","NER","","NHLM","","","","3.0 [2.5-3.7]","3.02261","2.45417","3.71769",""
"cpmo","EQ_DHS","PUBLISHED","2006","AFR","NER","","NHLM","","","","3.4 [2.9-4.1]","3.41843","2.87093","4.06596",""
"cpmo","EQ_DHS","PUBLISHED","2006","AFR","NER","","PRLM","","","","11.3 [8.9-14.3]","11.32981","8.89413","14.32762",""
"cpmo","EQ_DHS","PUBLISHED","2006","AFR","NER","","SHLM","","","","28.9 [24.0-34.4]","28.93181","24.03185","34.37874",""
"cpmo","EQ_DHS","PUBLISHED","2008","AFR","NGA","","NHLM","","","","2.6 [2.2-3.0]","2.59423","2.22864","3.01794",""
"cpmo","EQ_DHS","PUBLISHED","2008","AFR","NGA","","PRLM","","","","12.0 [10.8-13.2]","11.95978","10.81699","13.20543",""
"cpmo","EQ_MICS","PUBLISHED","2011","AFR","NGA","","PRLM","","","","12.1 [10.9-13.4]","12.08776","10.87433","13.41621",""
"cpmo","EQ_MICS","PUBLISHED","2011","AFR","NGA","","SHLM","","","","17.9 [16.4-19.4]","17.87938","16.41851","19.44000",""
"cpmo","EQ_RHS","PUBLISHED","2006","AMR","NIC","","NHLM","","","","62.8 [54.1-70.8]","62.83821","54.11572","70.79736",""
"cpmo","EQ_RHS","PUBLISHED","2006","AMR","NIC","","PRLM","","","","68.4 [66.5-70.2]","68.35467","66.45837","70.19183",""
"cpmo","EQ_RHS","PUBLISHED","2006","AMR","NIC","","SHLM","","","","71.5 [69.6-73.4]","71.53550","69.57913","73.41412",""
"cpmo","EQ_DHS","PUBLISHED","1996","SEAR","NPL","","SHLM","","","","36.7 [33.3-40.3]","36.72934","33.25439","40.34790",""
"cpmo","EQ_DHS","PUBLISHED","2011","SEAR","NPL","","NHLM","","","","48.8 [45.8-51.8]","48.82753","45.84870","51.81472",""
"cpmo","EQ_MICS","PUBLISHED","2014","SEAR","NPL","","NHLM","","","","54.4 [52.0-56.7]","54.38402","52.00532","56.74289",""
"cpmo","EQ_MICS","PUBLISHED","2014","SEAR","NPL","","PRLM","","","","48.5 [45.6-51.4]","48.49707","45.56025","51.44431",""
"cpmo","EQ_MICS","PUBLISHED","2014","SEAR","NPL","","SHLM","","","","37.8 [35.8-39.9]","37.81344","35.75966","39.91190",""
"cpmo","EQ_DHS","PUBLISHED","2000","AMR","PER","","NHLM","","","","33.0 [29.4-36.9]","33.03591","29.42429","36.85931",""
"cpmo","EQ_DHS","PUBLISHED","2000","AMR","PER","","PRLM","","","","43.8 [42.0-45.6]","43.76115","41.97121","45.56750",""
"cpmo","EQ_DHS","PUBLISHED","2000","AMR","PER","","SHLM","","","","57.1 [55.7-58.5]","57.12030","55.71311","58.51607",""
"cpmo","EQ_DHS","PUBLISHED","2004","AMR","PER","","PRLM","","","","37.7 [33.3-42.3]","37.69165","33.31524","42.27848",""
"cpmo","EQ_DHS","PUBLISHED","2004","AMR","PER","","SHLM","","","","53.7 [50.6-56.7]","53.66005","50.58621","56.70633",""
"cpmo","EQ_DHS","PUBLISHED","2008","AMR","PER","","NHLM","","","","38.8 [33.8-44.0]","38.80391","33.84322","44.00805",""
"cpmo","EQ_DHS","PUBLISHED","2009","AMR","PER","","NHLM","","","","35.6 [30.9-40.7]","35.63549","30.88961","40.68131",""
"cpmo","EQ_DHS","PUBLISHED","2009","AMR","PER","","PRLM","","","","44.2 [42.3-46.2]","44.24733","42.28796","46.22476",""
"cpmo","EQ_DHS","PUBLISHED","2009","AMR","PER","","SHLM","","","","53.5 [52.1-55.0]","53.53860","52.08130","54.98988",""
"cpmo","EQ_DHS","PUBLISHED","1998","WPR","PHL","","NHLM","","","","9.3 [5.4-15.5]","9.31351","5.42108","15.54151",""
"cpmo","EQ_DHS","PUBLISHED","1998","WPR","PHL","","PRLM","","","","25.4 [23.5-27.5]","25.44571","23.50261","27.49171",""
"cpmo","EQ_DHS","PUBLISHED","2003","WPR","PHL","","PRLM","","","","30.3 [28.2-32.4]","30.27988","28.24472","32.39548",""
"cpmo","EQ_DHS","PUBLISHED","2003","WPR","PHL","","SHLM","","","","35.2 [33.8-36.6]","35.18094","33.82239","36.56392",""
"cpmo","EQ_RHS","PUBLISHED","2004","AMR","PRY","","NHLM","","","","45.5 [34.8-56.7]","45.53833","34.82241","56.68398",""
