"GHO","PUBLISHSTATE","YEAR","REGION","UNREGION","WORLDBANKINCOMEGROUP","COUNTRY","AGEGROUP","SEX","Display Value","Numeric","Low","High","Comments"
"SDGSUICIDE","PUBLISHED","2015","WPR","","","BRN","","MLE","6.2","6.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2015","WPR","","","BRN","","BTSX","4.5","4.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2016","WPR","","","BRN","","FMLE","2.7","2.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2016","WPR","","","BRN","","MLE","6.4","6.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2016","WPR","","","BRN","","BTSX","4.6","4.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2000","EUR","","","BGR","","FMLE","10.2","10.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2000","EUR","","","BGR","","MLE","27.2","27.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2000","EUR","","","BGR","","BTSX","18.5","18.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2005","EUR","","","BGR","","FMLE","6.7","6.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2005","EUR","","","BGR","","MLE","20.3","20.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2005","EUR","","","BGR","","BTSX","13.4","13.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2010","EUR","","","BGR","","FMLE","6.0","6.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2010","EUR","","","BGR","","MLE","19.4","19.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2010","EUR","","","BGR","","BTSX","12.5","12.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2015","EUR","","","BGR","","FMLE","5.1","5.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2015","EUR","","","BGR","","MLE","18.1","18.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2015","EUR","","","BGR","","BTSX","11.4","11.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2016","EUR","","","BGR","","FMLE","5.1","5.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2016","EUR","","","BGR","","MLE","18.2","18.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2016","EUR","","","BGR","","BTSX","11.5","11.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2000","SEAR","","","MMR","","FMLE","10.2","10.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2000","SEAR","","","MMR","","MLE","4.2","4.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2000","SEAR","","","MMR","","BTSX","7.3","7.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2005","SEAR","","","MMR","","FMLE","9.9","9.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2005","SEAR","","","MMR","","MLE","5.4","5.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2005","SEAR","","","MMR","","BTSX","7.7","7.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2010","SEAR","","","MMR","","FMLE","8.9","8.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2010","SEAR","","","MMR","","MLE","5.6","5.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2010","SEAR","","","MMR","","BTSX","7.3","7.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2015","SEAR","","","MMR","","FMLE","9.3","9.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2015","SEAR","","","MMR","","MLE","5.8","5.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2015","SEAR","","","MMR","","BTSX","7.6","7.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2016","SEAR","","","MMR","","FMLE","9.5","9.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2016","SEAR","","","MMR","","MLE","5.9","5.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2016","SEAR","","","MMR","","BTSX","7.8","7.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2000","AFR","","","BDI","","FMLE","4.8","4.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2000","AFR","","","BDI","","MLE","9.4","9.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2000","AFR","","","BDI","","BTSX","7.1","7.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2005","AFR","","","BDI","","FMLE","5.5","5.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2005","AFR","","","BDI","","MLE","11.5","11.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2005","AFR","","","BDI","","BTSX","8.4","8.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2010","AFR","","","BDI","","FMLE","5.2","5.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2010","AFR","","","BDI","","MLE","12.9","12.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2010","AFR","","","BDI","","BTSX","9.0","9.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2015","AFR","","","BDI","","FMLE","4.8","4.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2015","AFR","","","BDI","","MLE","13.1","13.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2015","AFR","","","BDI","","BTSX","8.9","8.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2016","AFR","","","BDI","","FMLE","4.9","4.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2016","AFR","","","BDI","","MLE","13.4","13.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2016","AFR","","","BDI","","BTSX","9.1","9.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2000","EUR","","","BLR","","FMLE","13.5","13.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2000","EUR","","","BLR","","MLE","76.6","76.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2000","EUR","","","BLR","","BTSX","43.1","43.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2005","EUR","","","BLR","","FMLE","14.5","14.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2005","EUR","","","BLR","","MLE","80.0","80.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2005","EUR","","","BLR","","BTSX","45.1","45.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2010","EUR","","","BLR","","FMLE","12.3","12.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2010","EUR","","","BLR","","MLE","68.1","68.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2010","EUR","","","BLR","","BTSX","38.2","38.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2015","EUR","","","BLR","","FMLE","8.3","8.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2015","EUR","","","BLR","","MLE","47.0","47.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2015","EUR","","","BLR","","BTSX","26.3","26.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2016","EUR","","","BLR","","FMLE","8.2","8.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2016","EUR","","","BLR","","MLE","46.9","46.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2016","EUR","","","BLR","","BTSX","26.2","26.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2000","WPR","","","KHM","","FMLE","3.6","3.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2000","WPR","","","KHM","","MLE","7.7","7.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2000","WPR","","","KHM","","BTSX","5.6","5.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2005","WPR","","","KHM","","FMLE","3.6","3.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2005","WPR","","","KHM","","MLE","8.3","8.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2005","WPR","","","KHM","","BTSX","5.9","5.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2010","WPR","","","KHM","","FMLE","3.2","3.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2010","WPR","","","KHM","","MLE","7.8","7.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2010","WPR","","","KHM","","BTSX","5.4","5.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2015","WPR","","","KHM","","FMLE","2.9","2.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2015","WPR","","","KHM","","MLE","7.8","7.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2015","WPR","","","KHM","","BTSX","5.3","5.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2016","WPR","","","KHM","","FMLE","2.9","2.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2016","WPR","","","KHM","","MLE","7.8","7.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2016","WPR","","","KHM","","BTSX","5.3","5.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2000","AFR","","","CMR","","FMLE","8.8","8.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2000","AFR","","","CMR","","MLE","17.9","17.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2000","AFR","","","CMR","","BTSX","13.3","13.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2005","AFR","","","CMR","","FMLE","7.3","7.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2005","AFR","","","CMR","","MLE","16.4","16.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2005","AFR","","","CMR","","BTSX","11.9","11.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2010","AFR","","","CMR","","FMLE","6.9","6.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2010","AFR","","","CMR","","MLE","16.4","16.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2010","AFR","","","CMR","","BTSX","11.7","11.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2015","AFR","","","CMR","","FMLE","7.3","7.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2015","AFR","","","CMR","","MLE","17.3","17.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2015","AFR","","","CMR","","BTSX","12.3","12.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2016","AFR","","","CMR","","FMLE","7.4","7.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2016","AFR","","","CMR","","MLE","17.1","17.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2016","AFR","","","CMR","","BTSX","12.2","12.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2000","AMR","","","CAN","","FMLE","6.5","6.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2000","AMR","","","CAN","","MLE","19.6","19.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2000","AMR","","","CAN","","BTSX","13.0","13.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2005","AMR","","","CAN","","FMLE","6.9","6.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2005","AMR","","","CAN","","MLE","19.5","19.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2005","AMR","","","CAN","","BTSX","13.2","13.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2010","AMR","","","CAN","","FMLE","7.1","7.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2010","AMR","","","CAN","","MLE","19.0","19.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2010","AMR","","","CAN","","BTSX","13.0","13.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2015","AMR","","","CAN","","FMLE","7.0","7.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2015","AMR","","","CAN","","MLE","18.2","18.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2015","AMR","","","CAN","","BTSX","12.5","12.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2016","AMR","","","CAN","","FMLE","7.0","7.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2016","AMR","","","CAN","","MLE","18.1","18.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2016","AMR","","","CAN","","BTSX","12.5","12.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2000","AFR","","","CPV","","FMLE","5.7","5.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2000","AFR","","","CPV","","MLE","13.3","13.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2000","AFR","","","CPV","","BTSX","9.4","9.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2005","AFR","","","CPV","","FMLE","6.1","6.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2005","AFR","","","CPV","","MLE","14.2","14.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2005","AFR","","","CPV","","BTSX","10.1","10.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2010","AFR","","","CPV","","FMLE","6.6","6.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2010","AFR","","","CPV","","MLE","15.7","15.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2010","AFR","","","CPV","","BTSX","11.1","11.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2015","AFR","","","CPV","","FMLE","6.1","6.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2015","AFR","","","CPV","","MLE","16.1","16.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2015","AFR","","","CPV","","BTSX","11.0","11.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2016","AFR","","","CPV","","FMLE","6.1","6.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2016","AFR","","","CPV","","MLE","16.5","16.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2016","AFR","","","CPV","","BTSX","11.3","11.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2000","","135","","","","FMLE","4.6","4.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2000","","135","","","","MLE","20.3","20.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDGSUICIDE","PUBLISHED","2000","","135","","","","BTSX","12.3","12.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
