"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","HARMANDCONSEQUENCE","Display Value","Numeric","Low","High","Comments"
"SA_0000001467","PUBLISHED","2008","AFR","SLE","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","SLE","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","SLE","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","ESP","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","decrease","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","ESP","SA_ALCOHOL_RELATED_HARM",".","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","ESP","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","SEAR","LKA","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","SEAR","LKA","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","SEAR","LKA","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","SWZ","SA_ALCOHOL_RELATED_HARM","stable","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","SWZ","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","stable","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","SWZ","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","stable","","","",""
"SA_0000001467","PUBLISHED","2008","SEAR","THA","SA_ALCOHOL_RELATED_HARM","decrease","","","",""
"SA_0000001467","PUBLISHED","2008","SEAR","THA","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","decrease","","","",""
"SA_0000001467","PUBLISHED","2008","SEAR","THA","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","decrease","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","MKD","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","MKD","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","MKD","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","TGO","SA_ALCOHOL_RELATD_SOCL_CNSQNCE",".","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","TGO","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","TGO","SA_ALCOHOL_RELATED_HARM",".","","","",""
"SA_0000001467","PUBLISHED","2008","EMR","TUN","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","stable","","","",""
"SA_0000001467","PUBLISHED","2008","EMR","TUN","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","stable","","","",""
"SA_0000001467","PUBLISHED","2008","EMR","TUN","SA_ALCOHOL_RELATED_HARM","stable","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","UGA","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","UGA","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","UGA","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","GBR","SA_ALCOHOL_RELATD_HLTH_CNSQNCE",".","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","GBR","SA_ALCOHOL_RELATED_HARM",".","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","GBR","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","decrease","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","TZA","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","inconclusive","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","TZA","SA_ALCOHOL_RELATED_HARM",".","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","TZA","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","inconclusive","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","URY","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","URY","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","URY","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","UZB","SA_ALCOHOL_RELATED_HARM","decrease","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","UZB","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","inconclusive","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","UZB","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","decrease","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","VEN","SA_ALCOHOL_RELATED_HARM","stable","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","VEN","SA_ALCOHOL_RELATD_SOCL_CNSQNCE",".","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","VEN","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","stable","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","ZMB","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","ZMB","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","ZMB","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","ZWE","SA_ALCOHOL_RELATED_HARM","stable","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","ZWE","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","ZWE","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","inconclusive","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","CIV","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","CIV","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","CIV","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","EST","SA_ALCOHOL_RELATD_SOCL_CNSQNCE",".","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","EST","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
