"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","SUBSTANCETYPEDISORDER","Display Value","Numeric","Low","High","Comments"
"RSUD_78","PUBLISHED","2008","AFR","SWZ","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","AFR","SWZ","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","SWE","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","SWE","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EUR","CHE","ALCOHOL_USE_AND_DISORDERS","Yes, routinely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","CHE","DRUG_USE_AND_DISORDERS","Yes, routinely","","","",""
"RSUD_78","PUBLISHED","2008","EMR","SYR","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EMR","SYR","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EUR","TJK","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","TJK","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","SEAR","THA","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","SEAR","THA","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","SEAR","TLS","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","SEAR","TLS","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","TGO","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","TGO","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EMR","TUN","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EMR","TUN","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","TUR","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EUR","TUR","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","UGA","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","AFR","UGA","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","UKR","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EUR","UKR","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AMR","URY","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","AMR","URY","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","UZB","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EUR","UZB","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AMR","VEN","DRUG_USE_AND_DISORDERS","Yes, routinely","","","",""
"RSUD_78","PUBLISHED","2008","AMR","VEN","ALCOHOL_USE_AND_DISORDERS","Yes, routinely","","","",""
"RSUD_78","PUBLISHED","2008","AFR","ZMB","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","ZMB","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","ZWE","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","AFR","ZWE","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","MNE","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EUR","MNE","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","CIV","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","CIV","DRUG_USE_AND_DISORDERS","No","","","",""
