"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","POLICYFRAMEWORK","Display Value","Numeric","Low","High","Comments"
"SA_0000001692","PUBLISHED","2016","AFR","GNQ","INTEGRATED_NONCOM_DISEASES","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","MDG","INTEGRATED_MENTAL_HEALTH","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","EST","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","FIN","INTEGRATED_NONCOM_DISEASES","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","AND","SPECIFIC_ALCOHOL_POLICY","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","AZE","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","BGR","INTEGRATED_SUBSTANCE_ABUSE","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","HRV","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","CYP","INTEGRATED_NONCOM_DISEASES","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","ESP","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","CHE","INTEGRATED_SUBSTANCE_ABUSE","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","FRA","INTEGRATED_GEN_PUB_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","GEO","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","DEU","INTEGRATED_NONCOM_DISEASES","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","ISL","INTEGRATED_GEN_PUB_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","IRL","INTEGRATED_OTHER","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","ISR","INTEGRATED_NONCOM_DISEASES","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","ITA","INTEGRATED_GEN_PUB_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","KAZ","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","LTU","SPECIFIC_ALCOHOL_POLICY","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","TJK","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","LTU","INTEGRATED_GEN_PUB_HEALTH","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","MNE","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","NOR","SPECIFIC_ALCOHOL_POLICY","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","POL","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","MDA","SPECIFIC_ALCOHOL_POLICY","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","RUS","INTEGRATED_SUBSTANCE_ABUSE","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","SVK","SPECIFIC_ALCOHOL_POLICY","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","SVN","INTEGRATED_SUBSTANCE_ABUSE","No","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","KHM","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","LAO","INTEGRATED_GEN_PUB_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","MKD","INTEGRATED_NONCOM_DISEASES","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","SEAR","BGD","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","SEAR","BTN","INTEGRATED_NONCOM_DISEASES","No","","","",""
"SA_0000001692","PUBLISHED","2016","SEAR","IDN","INTEGRATED_GEN_PUB_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","SEAR","THA","INTEGRATED_NONCOM_DISEASES","No","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","MYS","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","PHL","SPECIFIC_ALCOHOL_POLICY","No","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","KOR","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","SGP","SPECIFIC_ALCOHOL_POLICY","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","VUT","INTEGRATED_SUBSTANCE_ABUSE","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","AUT","SPECIFIC_ALCOHOL_POLICY","No","","","",""
"SA_0000001692","PUBLISHED","2016","AMR","USA","INTEGRATED_NONCOM_DISEASES","No","","","",""
"SA_0000001692","PUBLISHED","2016","EMR","EGY","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","BLR","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","EMR","LBN","INTEGRATED_NONCOM_DISEASES","No","","","",""
"SA_0000001692","PUBLISHED","2016","AMR","BRA","INTEGRATED_SUBSTANCE_ABUSE","No","","","",""
"SA_0000001692","PUBLISHED","2016","AMR","CHL","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","AMR","MEX","INTEGRATED_SUBSTANCE_ABUSE","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","AMR","PRY","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","DZA","INTEGRATED_GEN_PUB_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","AGO","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","BEN","INTEGRATED_NONCOM_DISEASES","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","BWA","INTEGRATED_GEN_PUB_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","CPV","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","CIV","INTEGRATED_GEN_PUB_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","GNQ","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","MDG","SPECIFIC_ALCOHOL_POLICY","No","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","MWI","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","SYC","SPECIFIC_ALCOHOL_POLICY","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","ZAF","INTEGRATED_SUBSTANCE_ABUSE","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","AMR","BHS","SPECIFIC_ALCOHOL_POLICY","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","AZE","INTEGRATED_GEN_PUB_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","HRV","INTEGRATED_GEN_PUB_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","CYP","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","ALB","INTEGRATED_GEN_PUB_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","EST","SPECIFIC_ALCOHOL_POLICY","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","FIN","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","SEAR","BGD","SPECIFIC_ALCOHOL_POLICY","No","","","",""
"SA_0000001692","PUBLISHED","2016","SEAR","BTN","INTEGRATED_SUBSTANCE_ABUSE","No","","","",""
"SA_0000001692","PUBLISHED","2016","SEAR","LKA","SPECIFIC_ALCOHOL_POLICY","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","GEO","SPECIFIC_ALCOHOL_POLICY","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","DEU","INTEGRATED_SUBSTANCE_ABUSE","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","IRL","SPECIFIC_ALCOHOL_POLICY","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","ISR","INTEGRATED_SUBSTANCE_ABUSE","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","ITA","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","LVA","INTEGRATED_SUBSTANCE_ABUSE","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","LTU","INTEGRATED_MENTAL_HEALTH","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","MNE","INTEGRATED_NONCOM_DISEASES","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","NOR","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","POL","INTEGRATED_NONCOM_DISEASES","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","PRT","INTEGRATED_GEN_PUB_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","RUS","INTEGRATED_NONCOM_DISEASES","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","SMR","INTEGRATED_GEN_PUB_HEALTH","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","SVK","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","ESP","INTEGRATED_GEN_PUB_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","SWE","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","TJK","SPECIFIC_ALCOHOL_POLICY","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","MKD","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","MYS","INTEGRATED_NONCOM_DISEASES","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","PHL","INTEGRATED_MENTAL_HEALTH","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","KOR","INTEGRATED_NONCOM_DISEASES","No","","","",""
"SA_0000001692","PUBLISHED","2016","SEAR","THA","INTEGRATED_SUBSTANCE_ABUSE","No","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","JPN","INTEGRATED_SUBSTANCE_ABUSE","No","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","LAO","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","WSM","INTEGRATED_GEN_PUB_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","SGP","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","VUT","INTEGRATED_NONCOM_DISEASES","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","VNM","INTEGRATED_GEN_PUB_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","AUT","INTEGRATED_OTHER","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","AMR","COK","INTEGRATED_GEN_PUB_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","GNQ","INTEGRATED_GEN_PUB_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","SYC","INTEGRATED_SUBSTANCE_ABUSE","No","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","ZAF","SPECIFIC_ALCOHOL_POLICY","No","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","ZAF","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","AMR","CHL","INTEGRATED_SUBSTANCE_ABUSE","No","","","",""
"SA_0000001692","PUBLISHED","2016","AMR","CHL","INTEGRATED_NONCOM_DISEASES","No","","","",""
"SA_0000001692","PUBLISHED","2016","AMR","CHL","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","AMR","COL","INTEGRATED_GEN_PUB_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","AMR","MEX","SPECIFIC_ALCOHOL_POLICY","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","GHA","SPECIFIC_ALCOHOL_POLICY","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","NER","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","EMR","LBN","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EMR","LBN","INTEGRATED_GEN_PUB_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","DZA","INTEGRATED_NONCOM_DISEASES","No","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","DZA","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","EMR","DJI","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","EMR","EGY","INTEGRATED_SUBSTANCE_ABUSE","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","AZE","INTEGRATED_NONCOM_DISEASES","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","AZE","INTEGRATED_OTHER","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","BGR","SPECIFIC_ALCOHOL_POLICY","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","BGR","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","BEN","SPECIFIC_ALCOHOL_POLICY","No","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","BEN","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","CIV","INTEGRATED_SUBSTANCE_ABUSE","No","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","CIV","INTEGRATED_NONCOM_DISEASES","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","EST","INTEGRATED_SUBSTANCE_ABUSE","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","EST","INTEGRATED_NONCOM_DISEASES","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","FIN","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","FIN","INTEGRATED_GEN_PUB_HEALTH","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","RUS","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","ISL","INTEGRATED_NONCOM_DISEASES","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","ISL","INTEGRATED_OTHER","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","ISR","SPECIFIC_ALCOHOL_POLICY","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","ISR","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","PRT","INTEGRATED_OTHER","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","MDA","INTEGRATED_SUBSTANCE_ABUSE","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","RUS","SPECIFIC_ALCOHOL_POLICY","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","ESP","INTEGRATED_SUBSTANCE_ABUSE","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","ESP","INTEGRATED_NONCOM_DISEASES","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","ESP","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","SWE","INTEGRATED_GEN_PUB_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","CHE","SPECIFIC_ALCOHOL_POLICY","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","LTU","INTEGRATED_SUBSTANCE_ABUSE","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","LTU","INTEGRATED_NONCOM_DISEASES","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","MNE","INTEGRATED_GEN_PUB_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","NLD","SPECIFIC_ALCOHOL_POLICY","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","UZB","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","SEAR","BGD","INTEGRATED_SUBSTANCE_ABUSE","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","SEAR","BTN","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","SEAR","BTN","INTEGRATED_GEN_PUB_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","JPN","SPECIFIC_ALCOHOL_POLICY","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","JPN","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","PHL","INTEGRATED_SUBSTANCE_ABUSE","No","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","PHL","INTEGRATED_NONCOM_DISEASES","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","KOR","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","KOR","INTEGRATED_GEN_PUB_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","VNM","INTEGRATED_NONCOM_DISEASES","No","","","",""
"SA_0000001692","PUBLISHED","2016","AMR","COK","INTEGRATED_NONCOM_DISEASES","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","AMR","COK","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","NER","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","CIV","SPECIFIC_ALCOHOL_POLICY","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","GHA","INTEGRATED_SUBSTANCE_ABUSE","No","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","GHA","INTEGRATED_NONCOM_DISEASES","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","NER","SPECIFIC_ALCOHOL_POLICY","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","DZA","SPECIFIC_ALCOHOL_POLICY","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","DZA","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","ZAF","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","AMR","ARG","INTEGRATED_SUBSTANCE_ABUSE","No","","","",""
"SA_0000001692","PUBLISHED","2016","AMR","BRA","INTEGRATED_GEN_PUB_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","AMR","CHL","SPECIFIC_ALCOHOL_POLICY","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","BEN","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","BWA","INTEGRATED_SUBSTANCE_ABUSE","No","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","CAF","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","AFR","CAF","INTEGRATED_GEN_PUB_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","AZE","SPECIFIC_ALCOHOL_POLICY","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","BGR","INTEGRATED_NONCOM_DISEASES","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","AMR","MEX","INTEGRATED_NONCOM_DISEASES","No","","","",""
"SA_0000001692","PUBLISHED","2016","AMR","MEX","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","EMR","DJI","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EMR","DJI","INTEGRATED_GEN_PUB_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EMR","LBN","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","ALB","INTEGRATED_SUBSTANCE_ABUSE","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","ALB","INTEGRATED_NONCOM_DISEASES","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","BGR","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","CZE","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","CZE","INTEGRATED_GEN_PUB_HEALTH","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","FRA","INTEGRATED_SUBSTANCE_ABUSE","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","FRA","INTEGRATED_NONCOM_DISEASES","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","RUS","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","ISR","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","ITA","INTEGRATED_SUBSTANCE_ABUSE","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","SMR","INTEGRATED_SUBSTANCE_ABUSE","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","ISL","SPECIFIC_ALCOHOL_POLICY","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","ISL","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","PRT","SPECIFIC_ALCOHOL_POLICY","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","PRT","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","LVA","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","LVA","INTEGRATED_GEN_PUB_HEALTH","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","SVN","INTEGRATED_GEN_PUB_HEALTH","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","ESP","SPECIFIC_ALCOHOL_POLICY","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","CHE","INTEGRATED_NONCOM_DISEASES","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","CHE","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","UZB","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","UZB","INTEGRATED_GEN_PUB_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","SEAR","BTN","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","NLD","INTEGRATED_SUBSTANCE_ABUSE","No","","","",""
"SA_0000001692","PUBLISHED","2016","EUR","NLD","INTEGRATED_NONCOM_DISEASES","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","SEAR","IDN","INTEGRATED_SUBSTANCE_ABUSE","No","","","",""
"SA_0000001692","PUBLISHED","2016","SEAR","THA","INTEGRATED_GEN_PUB_HEALTH","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","JPN","INTEGRATED_NONCOM_DISEASES","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","JPN","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","NZL","INTEGRATED_GEN_PUB_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","WSM","INTEGRATED_SUBSTANCE_ABUSE","No","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","WSM","INTEGRATED_NONCOM_DISEASES","No","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","NZL","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","VNM","SPECIFIC_ALCOHOL_POLICY","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","VNM","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","SEAR","THA","SPECIFIC_ALCOHOL_POLICY","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","AMR","COK","SPECIFIC_ALCOHOL_POLICY","No","","","",""
"SA_0000001692","PUBLISHED","2016","AMR","COK","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","AUS","INTEGRATED_SUBSTANCE_ABUSE","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","AUS","INTEGRATED_NONCOM_DISEASES","No","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","AUS","SPECIFIC_ALCOHOL_POLICY","Yes","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","AUS","INTEGRATED_GEN_PUB_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","AUS","INTEGRATED_MENTAL_HEALTH","No","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","AUS","INTEGRATED_OTHER","No","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","WSM","INTEGRATED_OTHER","No data","","","",""
"SA_0000001692","PUBLISHED","2016","SEAR","LKA","INTEGRATED_OTHER","No data","","","",""
"SA_0000001692","PUBLISHED","2016","WPR","VNM","INTEGRATED_OTHER","No data","","","",""
