"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","RSUDSPECIFICPOPULATION","Display Value","Numeric","Low","High","Comments"
"RSUD_590","PUBLISHED","2014","AFR","AGO","REFUGEES","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","AGO","YOUNG_ADULTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","AGO","ELDERLY","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ALB","CHILDREN_AND_ADOLESCENTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ALB","CHILDREN_AND_FAMILIES_RISK","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ALB","COMMERCIAL_SEX_WORKERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ALB","INDIGENOUS_POPULATIONS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ALB","MINORITY_GROUPS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ALB","PARENTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ALB","PEOPLE_LIVING_WITH_HIV_AIDS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ALB","PEOPLE_WITH_TB","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ALB","PERSONS_WITH_MENTAL_HEALTH_DISORDERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ALB","PREGNANT_WOMEN","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ALB","PRISONERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ALB","REFUGEES","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ALB","YOUNG_ADULTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ALB","ELDERLY","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","AND","CHILDREN_AND_FAMILIES_RISK","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","AND","COMMERCIAL_SEX_WORKERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","AND","INDIGENOUS_POPULATIONS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","AND","MINORITY_GROUPS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","AND","PEOPLE_LIVING_WITH_HIV_AIDS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","AND","PEOPLE_WITH_TB","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","AND","PERSONS_WITH_MENTAL_HEALTH_DISORDERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","AND","PREGNANT_WOMEN","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","AND","PRISONERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","AND","REFUGEES","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","AND","ELDERLY","No data","","","",""
"RSUD_590","PUBLISHED","2014","EMR","ARE","COMMERCIAL_SEX_WORKERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EMR","ARE","INDIGENOUS_POPULATIONS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EMR","ARE","MINORITY_GROUPS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EMR","ARE","PEOPLE_WITH_TB","No data","","","",""
"RSUD_590","PUBLISHED","2014","EMR","ARE","PREGNANT_WOMEN","No data","","","",""
"RSUD_590","PUBLISHED","2014","EMR","ARE","REFUGEES","No data","","","",""
"RSUD_590","PUBLISHED","2014","EMR","ARE","ELDERLY","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ARG","CHILDREN_AND_ADOLESCENTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ARG","CHILDREN_AND_FAMILIES_RISK","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ARG","COMMERCIAL_SEX_WORKERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ARG","INDIGENOUS_POPULATIONS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ARG","MINORITY_GROUPS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ARG","PARENTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ARG","PEOPLE_LIVING_WITH_HIV_AIDS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ARG","PEOPLE_WITH_TB","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ARG","PERSONS_WITH_MENTAL_HEALTH_DISORDERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ARG","PREGNANT_WOMEN","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ARG","PRISONERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ARG","REFUGEES","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ARG","YOUNG_ADULTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ARG","ELDERLY","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ARM","COMMERCIAL_SEX_WORKERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ARM","INDIGENOUS_POPULATIONS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ARM","MINORITY_GROUPS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ARM","PEOPLE_LIVING_WITH_HIV_AIDS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ARM","PEOPLE_WITH_TB","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ARM","PERSONS_WITH_MENTAL_HEALTH_DISORDERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ARM","REFUGEES","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ARM","ELDERLY","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ATG","CHILDREN_AND_ADOLESCENTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ATG","CHILDREN_AND_FAMILIES_RISK","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ATG","COMMERCIAL_SEX_WORKERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ATG","INDIGENOUS_POPULATIONS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ATG","MINORITY_GROUPS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ATG","PARENTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ATG","PEOPLE_LIVING_WITH_HIV_AIDS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ATG","PEOPLE_WITH_TB","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ATG","PERSONS_WITH_MENTAL_HEALTH_DISORDERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ATG","PREGNANT_WOMEN","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ATG","PRISONERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ATG","REFUGEES","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ATG","YOUNG_ADULTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ATG","ELDERLY","No data","","","",""
"RSUD_590","PUBLISHED","2014","WPR","AUS","COMMERCIAL_SEX_WORKERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","WPR","AUS","PEOPLE_WITH_TB","No data","","","",""
"RSUD_590","PUBLISHED","2014","WPR","AUS","REFUGEES","No data","","","",""
"RSUD_590","PUBLISHED","2014","WPR","AUS","ELDERLY","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","AZE","CHILDREN_AND_ADOLESCENTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","AZE","CHILDREN_AND_FAMILIES_RISK","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","AZE","COMMERCIAL_SEX_WORKERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","AZE","INDIGENOUS_POPULATIONS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","AZE","MINORITY_GROUPS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","AZE","PARENTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","AZE","PERSONS_WITH_MENTAL_HEALTH_DISORDERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","AZE","PREGNANT_WOMEN","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","AZE","REFUGEES","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","AZE","YOUNG_ADULTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","AZE","ELDERLY","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BDI","CHILDREN_AND_FAMILIES_RISK","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BDI","COMMERCIAL_SEX_WORKERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BDI","INDIGENOUS_POPULATIONS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BDI","MINORITY_GROUPS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BDI","PARENTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BDI","REFUGEES","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BDI","ELDERLY","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BEL","COMMERCIAL_SEX_WORKERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BEL","INDIGENOUS_POPULATIONS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BEL","PEOPLE_LIVING_WITH_HIV_AIDS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BEL","PEOPLE_WITH_TB","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BEL","PRISONERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BEL","REFUGEES","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BEL","ELDERLY","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BEN","CHILDREN_AND_FAMILIES_RISK","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BEN","INDIGENOUS_POPULATIONS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BEN","MINORITY_GROUPS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BEN","PARENTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BEN","PEOPLE_WITH_TB","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BEN","PREGNANT_WOMEN","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BEN","REFUGEES","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BEN","ELDERLY","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BFA","CHILDREN_AND_ADOLESCENTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BFA","CHILDREN_AND_FAMILIES_RISK","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BFA","COMMERCIAL_SEX_WORKERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BFA","INDIGENOUS_POPULATIONS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BFA","MINORITY_GROUPS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BFA","PARENTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BFA","PEOPLE_LIVING_WITH_HIV_AIDS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BFA","PEOPLE_WITH_TB","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BFA","PERSONS_WITH_MENTAL_HEALTH_DISORDERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BFA","PREGNANT_WOMEN","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BFA","PRISONERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BFA","REFUGEES","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BFA","YOUNG_ADULTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BFA","ELDERLY","No data","","","",""
"RSUD_590","PUBLISHED","2014","SEAR","BGD","CHILDREN_AND_ADOLESCENTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","SEAR","BGD","CHILDREN_AND_FAMILIES_RISK","No data","","","",""
"RSUD_590","PUBLISHED","2014","SEAR","BGD","COMMERCIAL_SEX_WORKERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","SEAR","BGD","INDIGENOUS_POPULATIONS","No data","","","",""
"RSUD_590","PUBLISHED","2014","SEAR","BGD","MINORITY_GROUPS","No data","","","",""
"RSUD_590","PUBLISHED","2014","SEAR","BGD","PARENTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","SEAR","BGD","PEOPLE_LIVING_WITH_HIV_AIDS","No data","","","",""
"RSUD_590","PUBLISHED","2014","SEAR","BGD","PEOPLE_WITH_TB","No data","","","",""
"RSUD_590","PUBLISHED","2014","SEAR","BGD","PERSONS_WITH_MENTAL_HEALTH_DISORDERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","SEAR","BGD","PREGNANT_WOMEN","No data","","","",""
"RSUD_590","PUBLISHED","2014","SEAR","BGD","PRISONERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","SEAR","BGD","REFUGEES","No data","","","",""
"RSUD_590","PUBLISHED","2014","SEAR","BGD","YOUNG_ADULTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","SEAR","BGD","ELDERLY","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BGR","CHILDREN_AND_ADOLESCENTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BGR","CHILDREN_AND_FAMILIES_RISK","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BGR","COMMERCIAL_SEX_WORKERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BGR","INDIGENOUS_POPULATIONS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BGR","MINORITY_GROUPS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BGR","PARENTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BGR","PEOPLE_LIVING_WITH_HIV_AIDS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BGR","PEOPLE_WITH_TB","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BGR","PERSONS_WITH_MENTAL_HEALTH_DISORDERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BGR","PREGNANT_WOMEN","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BGR","PRISONERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BGR","REFUGEES","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BGR","YOUNG_ADULTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BGR","ELDERLY","No data","","","",""
"RSUD_590","PUBLISHED","2014","EMR","BHR","CHILDREN_AND_ADOLESCENTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EMR","BHR","CHILDREN_AND_FAMILIES_RISK","No data","","","",""
"RSUD_590","PUBLISHED","2014","EMR","BHR","COMMERCIAL_SEX_WORKERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EMR","BHR","INDIGENOUS_POPULATIONS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EMR","BHR","MINORITY_GROUPS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EMR","BHR","PARENTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EMR","BHR","PEOPLE_LIVING_WITH_HIV_AIDS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EMR","BHR","PEOPLE_WITH_TB","No data","","","",""
"RSUD_590","PUBLISHED","2014","EMR","BHR","PERSONS_WITH_MENTAL_HEALTH_DISORDERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EMR","BHR","PREGNANT_WOMEN","No data","","","",""
"RSUD_590","PUBLISHED","2014","EMR","BHR","PRISONERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EMR","BHR","REFUGEES","No data","","","",""
"RSUD_590","PUBLISHED","2014","EMR","BHR","YOUNG_ADULTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EMR","BHR","ELDERLY","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BHS","CHILDREN_AND_ADOLESCENTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BHS","CHILDREN_AND_FAMILIES_RISK","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BHS","COMMERCIAL_SEX_WORKERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BHS","INDIGENOUS_POPULATIONS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BHS","MINORITY_GROUPS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BHS","PARENTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BHS","PEOPLE_LIVING_WITH_HIV_AIDS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BHS","PEOPLE_WITH_TB","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BHS","PERSONS_WITH_MENTAL_HEALTH_DISORDERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BHS","PREGNANT_WOMEN","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BHS","PRISONERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BHS","REFUGEES","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BHS","YOUNG_ADULTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BHS","ELDERLY","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BIH","CHILDREN_AND_ADOLESCENTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BIH","COMMERCIAL_SEX_WORKERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BIH","INDIGENOUS_POPULATIONS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BIH","MINORITY_GROUPS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BIH","PARENTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BIH","PEOPLE_LIVING_WITH_HIV_AIDS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BIH","PEOPLE_WITH_TB","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BIH","PREGNANT_WOMEN","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BIH","REFUGEES","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BIH","ELDERLY","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BLR","COMMERCIAL_SEX_WORKERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BLR","INDIGENOUS_POPULATIONS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BLR","MINORITY_GROUPS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BLR","PEOPLE_LIVING_WITH_HIV_AIDS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BLR","PEOPLE_WITH_TB","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BLR","PERSONS_WITH_MENTAL_HEALTH_DISORDERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BLR","PRISONERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BLR","REFUGEES","No data","","","",""
"RSUD_590","PUBLISHED","2014","EUR","BLR","ELDERLY","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BLZ","PEOPLE_WITH_TB","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BLZ","PREGNANT_WOMEN","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BLZ","REFUGEES","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BLZ","ELDERLY","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BOL","COMMERCIAL_SEX_WORKERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BOL","INDIGENOUS_POPULATIONS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BOL","MINORITY_GROUPS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BOL","PEOPLE_LIVING_WITH_HIV_AIDS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BOL","PEOPLE_WITH_TB","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BOL","PERSONS_WITH_MENTAL_HEALTH_DISORDERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BOL","PREGNANT_WOMEN","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BOL","REFUGEES","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BOL","YOUNG_ADULTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BOL","ELDERLY","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BRA","COMMERCIAL_SEX_WORKERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BRA","INDIGENOUS_POPULATIONS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BRA","MINORITY_GROUPS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BRA","PEOPLE_LIVING_WITH_HIV_AIDS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BRA","PEOPLE_WITH_TB","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BRA","PERSONS_WITH_MENTAL_HEALTH_DISORDERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BRA","PREGNANT_WOMEN","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BRA","PRISONERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BRA","REFUGEES","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BRA","YOUNG_ADULTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BRA","ELDERLY","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BRB","INDIGENOUS_POPULATIONS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BRB","MINORITY_GROUPS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BRB","PEOPLE_WITH_TB","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BRB","REFUGEES","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BRB","ELDERLY","No data","","","",""
"RSUD_590","PUBLISHED","2014","WPR","BRN","CHILDREN_AND_ADOLESCENTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","WPR","BRN","CHILDREN_AND_FAMILIES_RISK","No data","","","",""
"RSUD_590","PUBLISHED","2014","WPR","BRN","COMMERCIAL_SEX_WORKERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","WPR","BRN","INDIGENOUS_POPULATIONS","No data","","","",""
"RSUD_590","PUBLISHED","2014","WPR","BRN","MINORITY_GROUPS","No data","","","",""
"RSUD_590","PUBLISHED","2014","WPR","BRN","PARENTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","WPR","BRN","PEOPLE_LIVING_WITH_HIV_AIDS","No data","","","",""
"RSUD_590","PUBLISHED","2014","WPR","BRN","PEOPLE_WITH_TB","No data","","","",""
"RSUD_590","PUBLISHED","2014","WPR","BRN","PERSONS_WITH_MENTAL_HEALTH_DISORDERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","WPR","BRN","PREGNANT_WOMEN","No data","","","",""
"RSUD_590","PUBLISHED","2014","WPR","BRN","PRISONERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","WPR","BRN","REFUGEES","No data","","","",""
"RSUD_590","PUBLISHED","2014","WPR","BRN","YOUNG_ADULTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","WPR","BRN","ELDERLY","No data","","","",""
"RSUD_590","PUBLISHED","2014","SEAR","BTN","CHILDREN_AND_ADOLESCENTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","SEAR","BTN","CHILDREN_AND_FAMILIES_RISK","No data","","","",""
"RSUD_590","PUBLISHED","2014","SEAR","BTN","COMMERCIAL_SEX_WORKERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","SEAR","BTN","INDIGENOUS_POPULATIONS","No data","","","",""
"RSUD_590","PUBLISHED","2014","SEAR","BTN","MINORITY_GROUPS","No data","","","",""
"RSUD_590","PUBLISHED","2014","SEAR","BTN","PARENTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","SEAR","BTN","PEOPLE_LIVING_WITH_HIV_AIDS","No data","","","",""
"RSUD_590","PUBLISHED","2014","SEAR","BTN","PEOPLE_WITH_TB","No data","","","",""
"RSUD_590","PUBLISHED","2014","SEAR","BTN","PERSONS_WITH_MENTAL_HEALTH_DISORDERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","SEAR","BTN","PREGNANT_WOMEN","No data","","","",""
"RSUD_590","PUBLISHED","2014","SEAR","BTN","PRISONERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","SEAR","BTN","REFUGEES","No data","","","",""
"RSUD_590","PUBLISHED","2014","SEAR","BTN","YOUNG_ADULTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","SEAR","BTN","ELDERLY","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BWA","CHILDREN_AND_ADOLESCENTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BWA","CHILDREN_AND_FAMILIES_RISK","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BWA","COMMERCIAL_SEX_WORKERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BWA","MINORITY_GROUPS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BWA","PEOPLE_WITH_TB","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BWA","PERSONS_WITH_MENTAL_HEALTH_DISORDERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BWA","PREGNANT_WOMEN","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BWA","PRISONERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BWA","REFUGEES","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BWA","ELDERLY","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","CAF","CHILDREN_AND_ADOLESCENTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","CAF","CHILDREN_AND_FAMILIES_RISK","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","CAF","COMMERCIAL_SEX_WORKERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","CAF","INDIGENOUS_POPULATIONS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","CAF","MINORITY_GROUPS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","CAF","PARENTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","CAF","PEOPLE_LIVING_WITH_HIV_AIDS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","CAF","PEOPLE_WITH_TB","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","CAF","PERSONS_WITH_MENTAL_HEALTH_DISORDERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","CAF","PREGNANT_WOMEN","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","CAF","PRISONERS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","CAF","REFUGEES","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","CAF","YOUNG_ADULTS","No data","","","",""
"RSUD_590","PUBLISHED","2014","AFR","CAF","ELDERLY","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","CAN","PEOPLE_WITH_TB","No data","","","",""
"RSUD_590","PUBLISHED","2014","AMR","CAN","REFUGEES","No data","","","",""
