"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","DRUG","RSUDHWF","Display Value","Numeric","Low","High","Comments"
"RSUD_72","PUBLISHED","2008","AMR","HND","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","HND","DISULFIRAM","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","HUN","BUPRENORPHINE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","HUN","ACAMPROSATE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","HUN","NALTREXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","HUN","DISULFIRAM","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","HUN","METHADONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","HUN","NALOXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","HUN","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","IND","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","IND","NALOXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","IND","BENZODIAZEPINES","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","IND","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","IND","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","IND","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","IND","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","IDN","BUPRENORPHINE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","IDN","NALOXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","IDN","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","IDN","METHADONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","IDN","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","IDN","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","IDN","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EMR","IRN","NALOXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EMR","IRN","METHADONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EMR","IRN","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","IRN","BUPRENORPHINE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EMR","IRN","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","IRN","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EMR","IRN","NALTREXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EMR","IRQ","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","IRQ","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","IRQ","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","IRQ","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","IRQ","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","IRQ","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","IRQ","BENZODIAZEPINES","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","ISR","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","ISR","BENZODIAZEPINES","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","ISR","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","ISR","METHADONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","ISR","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","ISR","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","ISR","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","ITA","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","ITA","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","ITA","BUPRENORPHINE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","ITA","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","ITA","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","ITA","METHADONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","ITA","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","JAM","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","JAM","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","JAM","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","JAM","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AMR","JAM","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","JAM","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","JAM","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","JOR","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","JOR","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EMR","JOR","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","JOR","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","JOR","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","JOR","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","JOR","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","KGZ","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","KGZ","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","KGZ","NALOXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","KGZ","METHADONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","KGZ","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","KGZ","BUPRENORPHINE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","KGZ","DISULFIRAM","","yes","","","",""
"RSUD_72","PUBLISHED","2008","WPR","LAO","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","LAO","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","LAO","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","LAO","BENZODIAZEPINES","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","LAO","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","LAO","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","LAO","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","LVA","NALOXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","LVA","ACAMPROSATE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","LVA","NALTREXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","LVA","METHADONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","LVA","BUPRENORPHINE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","LVA","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","LVA","DISULFIRAM","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AFR","LSO","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","LSO","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","LSO","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","LSO","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","LSO","BENZODIAZEPINES","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","LSO","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","LSO","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","LBR","BENZODIAZEPINES","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","LBR","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","LBR","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","LBR","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","LBR","NALOXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AFR","LBR","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","LBR","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MDG","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MDG","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MDG","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MDG","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MDG","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MDG","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MDG","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MWI","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MWI","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MWI","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MWI","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MWI","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MWI","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MWI","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","MYS","NALOXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","WPR","MYS","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","MYS","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","WPR","MYS","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","MYS","NALTREXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","WPR","MYS","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","MYS","METHADONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","MDV","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","MDV","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","MDV","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","MDV","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","MDV","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","MDV","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","MDV","BENZODIAZEPINES","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MLI","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MLI","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MLI","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MLI","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MLI","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MLI","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MLI","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MRT","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MRT","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MRT","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MRT","METHADONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MRT","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MRT","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MRT","NALOXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MUS","METHADONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MUS","NALOXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MUS","DISULFIRAM","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MUS","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MUS","ACAMPROSATE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MUS","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MUS","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","MEX","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","MEX","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","MEX","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","MEX","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","MEX","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","MEX","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","MEX","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","WPR","MNG","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","MNG","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","MNG","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","MNG","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","MNG","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","MNG","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","WPR","MNG","DISULFIRAM","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EMR","MAR","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EMR","MAR","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","MAR","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","MAR","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","MAR","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","MAR","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","MAR","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MOZ","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MOZ","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MOZ","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MOZ","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MOZ","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MOZ","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","MOZ","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","MMR","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","MMR","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","MMR","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","MMR","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","MMR","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","MMR","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","MMR","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","NAM","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","NAM","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","NAM","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","NAM","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","NAM","NALOXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AFR","NAM","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AFR","NAM","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","NPL","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","NPL","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","NPL","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","NPL","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","NPL","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","NPL","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","NPL","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","NIC","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AMR","NIC","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","NIC","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","NIC","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","NIC","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","NIC","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","NIC","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","NER","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","NER","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","NER","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","NER","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","NER","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","NER","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AFR","NER","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","NGA","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","NGA","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","NGA","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","NGA","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","NGA","BENZODIAZEPINES","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","NGA","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","NGA","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","NOR","METHADONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","NOR","NALTREXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","NOR","NALOXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","NOR","BUPRENORPHINE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","NOR","DISULFIRAM","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","NOR","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","NOR","ACAMPROSATE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EMR","OMN","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","OMN","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","OMN","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","OMN","METHADONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EMR","OMN","NALOXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EMR","OMN","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EMR","OMN","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","PAK","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EMR","PAK","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","PAK","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","PAK","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","PAK","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","PAK","BUPRENORPHINE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EMR","PAK","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","PLW","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","PLW","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","PLW","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","PLW","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","PLW","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","WPR","PLW","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","PLW","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","PAN","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","PAN","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","PAN","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","PAN","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","PAN","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","PAN","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AMR","PAN","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","PNG","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","PNG","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","PNG","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","PNG","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","PNG","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","WPR","PNG","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","PNG","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","PHL","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","PHL","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","PHL","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","PHL","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","PHL","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","WPR","PHL","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","PHL","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","POL","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","POL","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","POL","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","POL","NALTREXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","POL","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","POL","METHADONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","POL","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","MDA","NALTREXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","MDA","NALOXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","MDA","METHADONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","MDA","DISULFIRAM","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","MDA","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","MDA","BUPRENORPHINE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","MDA","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","RUS","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","RUS","NALOXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","RUS","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","RUS","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","RUS","DISULFIRAM","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","RUS","NALTREXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","RUS","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AFR","RWA","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","RWA","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","RWA","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","RWA","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AFR","RWA","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","RWA","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","RWA","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SMR","BUPRENORPHINE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SMR","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SMR","NALOXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SMR","METHADONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SMR","NALTREXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SMR","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SMR","DISULFIRAM","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AFR","STP","NALTREXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AFR","STP","BENZODIAZEPINES","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","STP","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","STP","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","STP","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","STP","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","STP","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","SAU","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","SAU","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","SAU","BENZODIAZEPINES","","no","","","",""
