"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","RSUDREPORTING","Display Value","Numeric","Low","High","Comments"
"RSUD_840","PUBLISHED","2014","AFR","RWA","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","AFR","RWA","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EMR","SAU","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EMR","SDN","EPIDEMIOLOGICAL_DATA_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","EMR","SDN","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","AFR","SEN","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","WPR","SGP","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","WPR","SGP","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","SLV","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","SLV","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EMR","SOM","EPIDEMIOLOGICAL_DATA_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","EMR","SOM","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","EUR","SRB","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","SRB","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","SUR","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","SVK","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","SVK","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","SVN","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","SVN","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","SWE","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","SWE","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AFR","SWZ","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AFR","SWZ","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AFR","SYC","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AFR","SYC","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EMR","SYR","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EMR","SYR","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AFR","TGO","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AFR","TGO","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","SEAR","THA","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","SEAR","THA","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","TJK","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","TJK","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","TTO","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","TTO","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EMR","TUN","EPIDEMIOLOGICAL_DATA_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","EMR","TUN","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","TUR","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","TUR","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AFR","TZA","EPIDEMIOLOGICAL_DATA_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","AFR","TZA","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","AFR","UGA","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AFR","UGA","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","UKR","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","UKR","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","USA","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","USA","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","UZB","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","UZB","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","WPR","VNM","EPIDEMIOLOGICAL_DATA_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","WPR","VNM","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","WPR","VUT","EPIDEMIOLOGICAL_DATA_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","WPR","VUT","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","EMR","YEM","EPIDEMIOLOGICAL_DATA_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","EMR","YEM","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","AFR","ZAF","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AFR","ZAF","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AFR","ZWE","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AFR","ZWE","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EMR","AFG","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","AGO","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","AGO","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","EUR","ALB","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","EMR","ARE","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","EMR","ARE","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AMR","ARG","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AMR","ARG","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","EUR","ARM","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","EUR","ARM","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AMR","ATG","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AMR","ATG","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","BEN","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","BEN","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","EUR","BGR","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","EUR","BGR","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","EMR","BHR","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","EMR","BHR","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AMR","BHS","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AMR","BHS","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AMR","BOL","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","SEAR","BTN","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","BWA","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","WPR","CHN","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","WPR","CHN","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","CIV","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","CMR","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","CMR","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","COD","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","COD","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","COG","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","COG","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","WPR","COK","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","WPR","COK","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","CPV","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","CPV","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","EUR","CYP","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","EMR","DJI","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","EMR","DJI","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AMR","DMA","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AMR","DMA","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AMR","DOM","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","ERI","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","ERI","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","WPR","FJI","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","WPR","FJI","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","EUR","FRA","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","GIN","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","GIN","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","GMB","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","GMB","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","GNB","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","GNB","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","GNQ","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","GNQ","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AMR","HND","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AMR","HND","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AMR","HTI","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","SEAR","IND","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","SEAR","IND","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AMR","JAM","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","EMR","JOR","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","EMR","JOR","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","WPR","JPN","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","KEN","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","KEN","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","WPR","KIR","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","WPR","KIR","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AMR","KNA","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AMR","KNA","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","EMR","LBN","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","EMR","LBN","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","LBR","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","LBR","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","LSO","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","LSO","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","EUR","LUX","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","EUR","LUX","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","EUR","MCO","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","EUR","MCO","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","SEAR","MDV","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","SEAR","MDV","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","WPR","MHL","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","WPR","MHL","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","MLI","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","MLI","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","SEAR","MMR","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","SEAR","MMR","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","WPR","MNG","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","MOZ","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","WPR","MYS","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","WPR","MYS","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","NER","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","NER","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","NGA","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","NGA","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AMR","NIC","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AMR","NIC","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","WPR","NIU","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","WPR","NIU","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","SEAR","NPL","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","WPR","NRU","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","WPR","NRU","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AMR","PAN","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","WPR","PLW","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","WPR","PLW","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","SEAR","PRK","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","SEAR","PRK","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","EMR","QAT","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","EMR","SAU","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","SEN","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","WPR","SLB","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","WPR","SLB","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","SLE","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","SLE","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","EUR","SMR","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","EUR","SMR","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","SSD","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","SSD","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","STP","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","STP","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AMR","SUR","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","TCD","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","TCD","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","EUR","TKM","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","EUR","TKM","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","SEAR","TLS","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","SEAR","TLS","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","WPR","TON","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","WPR","TON","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","WPR","TUV","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","WPR","TUV","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AMR","URY","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AMR","URY","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AMR","VCT","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AMR","VCT","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AMR","VEN","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AMR","VEN","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","WPR","WSM","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","WPR","WSM","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","ZMB","EPIDEMIOLOGICAL_DATA_REPORTING","No data","","","",""
"RSUD_840","PUBLISHED","2014","AFR","ZMB","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","No data","","","",""
