"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","NGO","Display Value","Numeric","Low","High","Comments"
"RSUD_85","PUBLISHED","2008","SEAR","MMR","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","SEAR","MMR","PREVENTION","no","","","",""
"RSUD_85","PUBLISHED","2008","AFR","NAM","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","NAM","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","NAM","REHABILITATION","no","","","",""
"RSUD_85","PUBLISHED","2008","AFR","NAM","ADVOCACY","no","","","",""
"RSUD_85","PUBLISHED","2008","SEAR","NPL","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","SEAR","NPL","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","SEAR","NPL","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","SEAR","NPL","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","NLD","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","NLD","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","NLD","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","NLD","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","NZL","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","NZL","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","NZL","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","NZL","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","NIC","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","NIC","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","NIC","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","NIC","ADVOCACY","no","","","",""
"RSUD_85","PUBLISHED","2008","AFR","NER","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","NER","REHABILITATION","no","","","",""
"RSUD_85","PUBLISHED","2008","AFR","NER","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","NER","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","AFR","NGA","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","NGA","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","NGA","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","NGA","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","NOR","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","NOR","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","NOR","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","NOR","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","EMR","OMN","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","EMR","OMN","PREVENTION","no","","","",""
"RSUD_85","PUBLISHED","2008","EMR","OMN","REHABILITATION","no","","","",""
"RSUD_85","PUBLISHED","2008","EMR","OMN","ADVOCACY","no","","","",""
"RSUD_85","PUBLISHED","2008","WPR","PLW","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","WPR","PLW","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","PLW","REHABILITATION","no","","","",""
"RSUD_85","PUBLISHED","2008","WPR","PLW","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","PAN","ADVOCACY","no","","","",""
"RSUD_85","PUBLISHED","2008","AMR","PAN","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","PAN","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","PAN","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","PNG","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","WPR","PNG","REHABILITATION","no","","","",""
"RSUD_85","PUBLISHED","2008","WPR","PNG","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","PNG","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","PRY","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","PRY","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","PRY","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","PER","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","PER","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","PHL","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","PHL","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","PHL","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","PHL","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","POL","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","POL","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","POL","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","EUR","POL","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","KOR","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","KOR","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","KOR","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","MDA","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","MDA","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","RUS","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","RUS","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","RUS","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","RUS","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","RWA","PREVENTION","no","","","",""
"RSUD_85","PUBLISHED","2008","AFR","RWA","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","AFR","RWA","ADVOCACY","no","","","",""
"RSUD_85","PUBLISHED","2008","AFR","RWA","REHABILITATION","no","","","",""
"RSUD_85","PUBLISHED","2008","AMR","LCA","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","LCA","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","LCA","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","LCA","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","SMR","REHABILITATION","no","","","",""
"RSUD_85","PUBLISHED","2008","EUR","SMR","PREVENTION","no","","","",""
"RSUD_85","PUBLISHED","2008","EUR","SMR","ADVOCACY","no","","","",""
"RSUD_85","PUBLISHED","2008","EUR","SMR","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","AFR","STP","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","AFR","STP","ADVOCACY","no","","","",""
"RSUD_85","PUBLISHED","2008","AFR","STP","REHABILITATION","no","","","",""
"RSUD_85","PUBLISHED","2008","AFR","STP","PREVENTION","no","","","",""
"RSUD_85","PUBLISHED","2008","EMR","SAU","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EMR","SAU","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EMR","SAU","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","EMR","SAU","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","SEN","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","SEN","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","SEN","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","SEN","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","EUR","SRB","ADVOCACY","no","","","",""
"RSUD_85","PUBLISHED","2008","EUR","SRB","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","EUR","SRB","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","SRB","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","SYC","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","AFR","SYC","ADVOCACY","no","","","",""
"RSUD_85","PUBLISHED","2008","AFR","SYC","PREVENTION","no","","","",""
"RSUD_85","PUBLISHED","2008","AFR","SYC","REHABILITATION","no","","","",""
"RSUD_85","PUBLISHED","2008","AFR","SLE","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","SLE","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","SLE","ADVOCACY","no","","","",""
"RSUD_85","PUBLISHED","2008","AFR","SLE","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","SGP","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","SGP","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","WPR","SGP","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","SGP","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","SVK","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","SVK","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","SVK","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","SVK","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","SVN","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","SVN","ADVOCACY","no","","","",""
"RSUD_85","PUBLISHED","2008","EUR","SVN","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","SVN","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","ZAF","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","ZAF","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","ZAF","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","ZAF","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","ESP","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","ESP","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","ESP","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","ESP","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","SEAR","LKA","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","SEAR","LKA","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","SEAR","LKA","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","SEAR","LKA","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EMR","SDN","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","EMR","SDN","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EMR","SDN","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","EMR","SDN","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","SUR","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","SUR","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","SUR","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","SUR","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","SWZ","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","SWZ","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","SWZ","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","SWZ","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","SWE","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","SWE","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","SWE","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","SWE","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","CHE","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","CHE","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","CHE","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","CHE","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EMR","SYR","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","EMR","SYR","REHABILITATION","no","","","",""
"RSUD_85","PUBLISHED","2008","EMR","SYR","PREVENTION","no","","","",""
"RSUD_85","PUBLISHED","2008","EMR","SYR","ADVOCACY","no","","","",""
"RSUD_85","PUBLISHED","2008","EUR","TJK","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","TJK","REHABILITATION","no","","","",""
"RSUD_85","PUBLISHED","2008","EUR","TJK","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","EUR","TJK","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","SEAR","THA","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","SEAR","THA","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","SEAR","THA","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","SEAR","THA","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","SEAR","TLS","ADVOCACY","no","","","",""
"RSUD_85","PUBLISHED","2008","SEAR","TLS","REHABILITATION","no","","","",""
"RSUD_85","PUBLISHED","2008","SEAR","TLS","PREVENTION","no","","","",""
"RSUD_85","PUBLISHED","2008","SEAR","TLS","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","AFR","TGO","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","AFR","TGO","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","TGO","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","TGO","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","EMR","TUN","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EMR","TUN","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","EMR","TUN","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","EMR","TUN","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","TUR","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","TUR","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","TUR","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","TUR","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","UGA","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","UGA","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","UGA","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","UGA","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","UKR","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","UKR","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","UKR","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","UKR","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","AMR","URY","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","URY","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","URY","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","URY","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","UZB","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","EUR","UZB","REHABILITATION","no","","","",""
"RSUD_85","PUBLISHED","2008","EUR","UZB","ADVOCACY","no","","","",""
"RSUD_85","PUBLISHED","2008","EUR","UZB","PREVENTION","no","","","",""
"RSUD_85","PUBLISHED","2008","AMR","VEN","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","VEN","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","VEN","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","VNM","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","WPR","VNM","REHABILITATION","no","","","",""
"RSUD_85","PUBLISHED","2008","WPR","VNM","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","VNM","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","ZMB","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","ZMB","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","ZMB","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","ZMB","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","ZWE","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","ZWE","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","ZWE","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","ZWE","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","MNE","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","MNE","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","MNE","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","EUR","MNE","REHABILITATION","yes","","","",""
