"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","RSUDMONITORING","Display Value","Numeric","Low","High","Comments"
"RSUD_850","PUBLISHED","2014","AFR","ERI","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","ERI","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","EST","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","WPR","FJI","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","WPR","FJI","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","WPR","FSM","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","WPR","FSM","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","GAB","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","GAB","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","GIN","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","GIN","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","GMB","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","GMB","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","GNB","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","GNB","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","GNQ","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","GNQ","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","GRC","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","SEAR","IND","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","SEAR","IND","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","ISL","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EMR","JOR","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EMR","JOR","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","KEN","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","KEN","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","KGZ","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AMR","KNA","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AMR","KNA","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","LBR","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","LBR","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","LSO","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","LSO","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","LUX","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","LUX","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","MCO","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","MCO","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","SEAR","MDV","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","SEAR","MDV","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AMR","MEX","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","WPR","MHL","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","WPR","MHL","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","SEAR","MMR","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","SEAR","MMR","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","MNE","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","MNE","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","WPR","MNG","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","MUS","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","MWI","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","MWI","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AMR","NIC","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AMR","NIC","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","WPR","NIU","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","WPR","NIU","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","WPR","NRU","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","WPR","NRU","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","WPR","NZL","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EMR","OMN","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EMR","OMN","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AMR","PAN","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","WPR","PLW","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","WPR","PLW","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","POL","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","POL","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","SEAR","PRK","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","SEAR","PRK","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","PRT","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","ROU","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","ROU","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","RUS","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","RWA","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","WPR","SLB","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","WPR","SLB","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","SMR","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","SMR","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","SSD","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","SSD","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","STP","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","STP","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AMR","SUR","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AMR","SUR","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","SVK","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","SWE","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","SEAR","THA","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","SEAR","THA","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","TJK","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","TKM","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","TKM","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","SEAR","TLS","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","SEAR","TLS","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","WPR","TON","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","WPR","TON","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AMR","TTO","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","TUR","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","TUR","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","WPR","TUV","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","WPR","TUV","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AMR","URY","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","UZB","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AMR","VCT","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AMR","VCT","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AMR","VEN","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AMR","VEN","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","WPR","WSM","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","WPR","WSM","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","ZMB","FORENSIC_EXAMS","No data","","","",""
