"GHO","PUBLISHSTATE","YEAR","REGION","UNREGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"SI_POV_DAY1","PUBLISHED","2009","EUR","","DNK","0.5","0.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2010","EUR","","DNK","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2011","EUR","","DNK","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2012","EUR","","DNK","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2013","EUR","","DNK","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2014","EUR","","DNK","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2015","EUR","","DNK","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2000","AMR","","DOM","5.5","5.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2001","AMR","","DOM","3.9","3.90000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2002","AMR","","DOM","5.6","5.60000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2003","AMR","","DOM","6.6","6.60000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2004","AMR","","DOM","8.5","8.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2005","AMR","","DOM","5.6","5.60000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2006","AMR","","DOM","4.3","4.30000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2007","AMR","","DOM","4.3","4.30000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2008","AMR","","DOM","3.7","3.70000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2009","AMR","","DOM","3.1","3.10000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2010","AMR","","DOM","2.5","2.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2011","AMR","","DOM","2.9","2.90000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2012","AMR","","DOM","2.6","2.60000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2013","AMR","","DOM","2.2","2.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2014","AMR","","DOM","2.1","2.10000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2015","AMR","","DOM","1.8","1.80000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2016","AMR","","DOM","1.6","1.60000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2011","AFR","","DZA","0.5","0.50000","","","World Development Indicators database, World Bank: Estimated from grouped consumption data."
"SI_POV_DAY1","PUBLISHED","2000","AMR","","ECU","28.2","28.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2003","AMR","","ECU","14.5","14.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2004","AMR","","ECU","15.0","15.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2005","AMR","","ECU","12.1","12.10000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2006","AMR","","ECU","8.1","8.10000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2007","AMR","","ECU","8.5","8.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2008","AMR","","ECU","7.5","7.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2009","AMR","","ECU","7.2","7.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2010","AMR","","ECU","5.6","5.60000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2011","AMR","","ECU","4.7","4.70000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2012","AMR","","ECU","4.5","4.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2013","AMR","","ECU","3.2","3.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2014","AMR","","ECU","2.6","2.60000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2015","AMR","","ECU","3.4","3.40000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2016","AMR","","ECU","3.6","3.60000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2017","AMR","","ECU","3.2","3.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2004","EMR","","EGY","4.4","4.40000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data. PPP is regression based."
"SI_POV_DAY1","PUBLISHED","2008","EMR","","EGY","3.9","3.90000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data. PPP is regression based."
"SI_POV_DAY1","PUBLISHED","2010","EMR","","EGY","3.0","3.00000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data. PPP is regression based."
"SI_POV_DAY1","PUBLISHED","2012","EMR","","EGY","2.3","2.30000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data. PPP is regression based."
"SI_POV_DAY1","PUBLISHED","2015","EMR","","EGY","1.3","1.30000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data. PPP is regression based."
"SI_POV_DAY1","PUBLISHED","2003","EUR","","ESP","0.7","0.70000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2004","EUR","","ESP","0.7","0.70000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2005","EUR","","ESP","0.7","0.70000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2006","EUR","","ESP","0.7","0.70000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2007","EUR","","ESP","0.4","0.40000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2008","EUR","","ESP","0.5","0.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2009","EUR","","ESP","0.7","0.70000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2010","EUR","","ESP","0.7","0.70000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2011","EUR","","ESP","1.2","1.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2012","EUR","","ESP","1.0","1.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2013","EUR","","ESP","1.2","1.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2014","EUR","","ESP","0.7","0.70000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2015","EUR","","ESP","1.0","1.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2003","EUR","","EST","2.5","2.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2004","EUR","","EST","1.0","1.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2005","EUR","","EST","0.7","0.70000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2006","EUR","","EST","0.7","0.70000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2007","EUR","","EST","0.5","0.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2008","EUR","","EST","0.5","0.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2009","EUR","","EST","0.5","0.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2010","EUR","","EST","0.7","0.70000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2011","EUR","","EST","1.0","1.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2012","EUR","","EST","0.7","0.70000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2013","EUR","","EST","1.0","1.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2014","EUR","","EST","0.7","0.70000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2015","EUR","","EST","0.5","0.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2004","AFR","","ETH","37.2","37.20000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2010","AFR","","ETH","33.5","33.50000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2015","AFR","","ETH","27.3","27.30000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2003","EUR","","FIN","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2004","EUR","","FIN","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2005","EUR","","FIN","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2006","EUR","","FIN","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2007","EUR","","FIN","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2008","EUR","","FIN","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2009","EUR","","FIN","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2010","EUR","","FIN","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2011","EUR","","FIN","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2012","EUR","","FIN","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2013","EUR","","FIN","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2014","EUR","","FIN","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2015","EUR","","FIN","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2002","WPR","","FJI","4.9","4.90000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2008","WPR","","FJI","3.5","3.50000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2013","WPR","","FJI","1.4","1.40000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2003","EUR","","FRA","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2004","EUR","","FRA","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2005","EUR","","FRA","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2006","EUR","","FRA","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2007","EUR","","FRA","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2008","EUR","","FRA","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2009","EUR","","FRA","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2010","EUR","","FRA","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2011","EUR","","FRA","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2012","EUR","","FRA","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2013","EUR","","FRA","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2014","EUR","","FRA","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2015","EUR","","FRA","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2005","WPR","","FSM","8.1","8.10000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2013","WPR","","FSM","15.4","15.40000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2005","AFR","","GAB","8.0","8.00000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2017","AFR","","GAB","3.4","3.40000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2004","EUR","","GBR","0.5","0.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2005","EUR","","GBR","0.5","0.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2006","EUR","","GBR","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2007","EUR","","GBR","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2008","EUR","","GBR","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2009","EUR","","GBR","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2010","EUR","","GBR","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2011","EUR","","GBR","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2012","EUR","","GBR","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2013","EUR","","GBR","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2014","EUR","","GBR","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2015","EUR","","GBR","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2000","EUR","","GEO","19.4","19.40000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2001","EUR","","GEO","19.4","19.40000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2002","EUR","","GEO","10.5","10.50000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2003","EUR","","GEO","10.7","10.70000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2004","EUR","","GEO","10.1","10.10000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2005","EUR","","GEO","10.9","10.90000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2006","EUR","","GEO","10.5","10.50000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2007","EUR","","GEO","11.8","11.80000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2008","EUR","","GEO","10.4","10.40000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2009","EUR","","GEO","10.3","10.30000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2010","EUR","","GEO","12.2","12.20000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2011","EUR","","GEO","11.3","11.30000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2012","EUR","","GEO","8.6","8.60000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2013","EUR","","GEO","6.6","6.60000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2014","EUR","","GEO","5.0","5.00000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2015","EUR","","GEO","3.8","3.80000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2016","EUR","","GEO","3.9","3.90000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2017","EUR","","GEO","5.0","5.00000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2005","AFR","","GHA","24.5","24.50000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2012","AFR","","GHA","12.0","12.00000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2016","AFR","","GHA","13.3","13.30000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2002","AFR","","GIN","62.2","62.20000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2007","AFR","","GIN","59.7","59.70000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2012","AFR","","GIN","35.3","35.30000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2003","AFR","","GMB","45.3","45.30000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2010","AFR","","GMB","25.1","25.10000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2015","AFR","","GMB","10.1","10.10000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2002","AFR","","GNB","53.9","53.90000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2010","AFR","","GNB","67.1","67.10000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2003","EUR","","GRC","0.5","0.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2004","EUR","","GRC","0.7","0.70000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2005","EUR","","GRC","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2006","EUR","","GRC","0.5","0.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2007","EUR","","GRC","0.5","0.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2008","EUR","","GRC","0.5","0.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2009","EUR","","GRC","0.5","0.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2010","EUR","","GRC","1.0","1.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2011","EUR","","GRC","1.2","1.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2012","EUR","","GRC","1.5","1.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2013","EUR","","GRC","1.0","1.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2014","EUR","","GRC","1.5","1.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2015","EUR","","GRC","1.5","1.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2000","AMR","","GTM","9.2","9.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2006","AMR","","GTM","11.1","11.10000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2014","AMR","","GTM","8.7","8.70000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2001","AMR","","HND","21.3","21.30000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2002","AMR","","HND","23.4","23.40000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2003","AMR","","HND","28.1","28.10000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2004","AMR","","HND","27.2","27.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2005","AMR","","HND","26.5","26.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2006","AMR","","HND","22.5","22.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2007","AMR","","HND","17.2","17.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2008","AMR","","HND","16.5","16.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2009","AMR","","HND","13.8","13.80000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2010","AMR","","HND","15.0","15.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2011","AMR","","HND","17.1","17.10000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2012","AMR","","HND","19.6","19.60000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2013","AMR","","HND","17.3","17.30000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2014","AMR","","HND","15.9","15.90000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2015","AMR","","HND","16.2","16.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2016","AMR","","HND","16.0","16.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2017","AMR","","HND","17.2","17.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2009","EUR","","HRV","1.0","1.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2010","EUR","","HRV","1.2","1.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2011","EUR","","HRV","0.7","0.70000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2012","EUR","","HRV","0.7","0.70000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2013","EUR","","HRV","0.7","0.70000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2014","EUR","","HRV","1.0","1.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2015","EUR","","HRV","0.7","0.70000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2012","AMR","","HTI","25.0","25.00000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2004","EUR","","HUN","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2005","EUR","","HUN","0.7","0.70000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2006","EUR","","HUN","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2007","EUR","","HUN","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2008","EUR","","HUN","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2009","EUR","","HUN","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2010","EUR","","HUN","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
