"GHO","PUBLISHSTATE","YEAR","REGION","UNREGION","COUNTRY","SEX","GHECAUSES","Display Value","Numeric","Low","High","Comments"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AFR","","TCD","FMLE","GHE061","2108","2108.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AFR","","TCD","MLE","GHE061","1977","1977.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AFR","","TCD","BTSX","GHE061","4448","4448.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AFR","","TCD","FMLE","GHE110","7710","7710.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AFR","","TCD","MLE","GHE110","7322","7322.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AFR","","TCD","BTSX","GHE110","15032","15032.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","AFR","","TCD","FMLE","GHE118","1410","1410.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","AFR","","TCD","MLE","GHE118","1626","1626.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","AFR","","TCD","BTSX","GHE118","3036","3036.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","AFR","","TCD","FMLE","GHE080","1036","1036.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","AFR","","TCD","BTSX","GHE080","1848","1848.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","AMR","","CHL","FMLE","GHE061","9310","9310.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","AMR","","CHL","MLE","GHE061","9590","9590.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","AMR","","CHL","BTSX","GHE061","18900","18900.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AMR","","CHL","MLE","GHE110","12436","12436.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AMR","","CHL","BTSX","GHE110","24371","24371.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AMR","","CHL","FMLE","GHE118","2575","2575.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AMR","","CHL","MLE","GHE118","2803","2803.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AMR","","CHL","BTSX","GHE118","6785","6785.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AMR","","CHL","FMLE","GHE080","2003","2003.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AMR","","CHL","MLE","GHE080","1852","1852.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AMR","","CHL","BTSX","GHE080","3855","3855.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","AMR","","CHL","MLE","GHE061","14579","14579.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","AMR","","CHL","BTSX","GHE061","27958","27958.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","AMR","","CHL","FMLE","GHE110","14647","14647.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","AMR","","CHL","MLE","GHE110","15050","15050.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","WPR","","CHN","FMLE","GHE118","599330","599330.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","WPR","","CHN","MLE","GHE118","658267","658267.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","WPR","","CHN","BTSX","GHE118","1257597","1257597.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","WPR","","CHN","FMLE","GHE080","58998","58998.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","WPR","","CHN","MLE","GHE080","45966","45966.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","WPR","","CHN","BTSX","GHE080","116028","116028.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","WPR","","CHN","FMLE","GHE061","782585","782585.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","WPR","","CHN","MLE","GHE061","1403503","1403503.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","WPR","","CHN","BTSX","GHE061","2186088","2186088.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","WPR","","CHN","FMLE","GHE110","2164021","2164021.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","WPR","","CHN","MLE","GHE110","2183475","2183475.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","WPR","","CHN","BTSX","GHE110","4347495","4347495.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","WPR","","CHN","FMLE","GHE118","425770","425770.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","WPR","","CHN","BTSX","GHE118","938227","938227.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","WPR","","CHN","FMLE","GHE080","98927","98927.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","WPR","","CHN","MLE","GHE080","68340","68340.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","WPR","","CHN","BTSX","GHE080","167267","167267.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AMR","","COL","FMLE","GHE061","19718","19718.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AMR","","COL","MLE","GHE061","19336","19336.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AMR","","COL","BTSX","GHE061","39054","39054.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AMR","","COL","FMLE","GHE110","31790","31790.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AMR","","COL","MLE","GHE110","34740","34740.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AMR","","COL","BTSX","GHE110","72736","72736.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AMR","","COL","FMLE","GHE118","7589","7589.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AMR","","COL","MLE","GHE118","8825","8825.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AMR","","COL","BTSX","GHE118","16414","16414.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","AMR","","COL","MLE","GHE080","4428","4428.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","AMR","","COL","BTSX","GHE080","9520","9520.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","AMR","","COL","FMLE","GHE061","28237","28237.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","AMR","","COL","MLE","GHE061","28003","28003.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","AFR","","COM","FMLE","GHE110","374","374.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","AFR","","COM","MLE","GHE110","372","372.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","AFR","","COM","BTSX","GHE110","746","746.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","AFR","","COM","FMLE","GHE118","46","46.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AFR","","COM","MLE","GHE118","60","60.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AFR","","COM","BTSX","GHE118","108","108.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AFR","","COM","FMLE","GHE080","43","43.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AFR","","COM","MLE","GHE080","53","53.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AFR","","COM","BTSX","GHE080","97","97.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","AFR","","COM","FMLE","GHE061","256","256.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","AFR","","COM","MLE","GHE061","198","198.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","AFR","","COM","BTSX","GHE061","454","454.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","AFR","","COM","FMLE","GHE110","463","463.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","AFR","","COM","BTSX","GHE110","989","989.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","AFR","","COM","FMLE","GHE118","57","57.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","AFR","","COM","MLE","GHE118","71","71.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","AFR","","COM","BTSX","GHE118","128","128.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","AFR","","COG","FMLE","GHE080","255","255.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","AFR","","COG","MLE","GHE080","298","298.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","AFR","","COG","BTSX","GHE080","553","553.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AFR","","COG","FMLE","GHE061","678","678.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AFR","","COG","MLE","GHE061","671","671.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AFR","","COG","BTSX","GHE061","1525","1525.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AFR","","COG","FMLE","GHE110","3112","3112.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AFR","","COG","MLE","GHE110","2177","2177.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AFR","","COG","BTSX","GHE110","5288","5288.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","AFR","","COG","MLE","GHE118","312","312.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","AFR","","COG","BTSX","GHE118","804","804.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","AFR","","COG","FMLE","GHE080","316","316.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","AFR","","COG","MLE","GHE080","325","325.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","AFR","","COD","FMLE","GHE061","12680","12680.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","AFR","","COD","MLE","GHE061","10562","10562.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","AFR","","COD","BTSX","GHE061","23242","23242.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","AFR","","COD","FMLE","GHE110","33264","33264.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AFR","","COD","MLE","GHE110","24816","24816.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AFR","","COD","BTSX","GHE110","59560","59560.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AFR","","COD","FMLE","GHE118","6534","6534.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AFR","","COD","MLE","GHE118","4159","4159.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AFR","","COD","BTSX","GHE118","10693","10693.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AFR","","COD","FMLE","GHE080","2315","2315.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AFR","","COD","MLE","GHE080","3784","3784.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AFR","","COD","BTSX","GHE080","6099","6099.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","AFR","","COD","FMLE","GHE061","19297","19297.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","AFR","","COD","BTSX","GHE061","38769","38769.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","AFR","","COD","FMLE","GHE110","43285","43285.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","AFR","","COD","MLE","GHE110","32935","32935.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","AFR","","COD","BTSX","GHE110","76221","76221.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","AMR","","CRI","FMLE","GHE118","553","553.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","AMR","","CRI","MLE","GHE118","622","622.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","AMR","","CRI","BTSX","GHE118","1176","1176.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","AMR","","CRI","FMLE","GHE080","309","309.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","AMR","","CRI","MLE","GHE080","259","259.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AMR","","CRI","BTSX","GHE080","787","787.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AMR","","CRI","FMLE","GHE061","2280","2280.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AMR","","CRI","MLE","GHE061","2693","2693.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AMR","","CRI","BTSX","GHE061","4973","4973.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","AMR","","CRI","MLE","GHE110","3806","3806.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","AMR","","CRI","BTSX","GHE110","6977","6977.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","AMR","","CRI","FMLE","GHE118","737","737.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","AMR","","CRI","MLE","GHE118","789","789.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","AMR","","CRI","FMLE","GHE080","493","493.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","AMR","","CRI","MLE","GHE080","423","423.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
