"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","SPECIALPOPULATION","RSUDSPECIFICPOPULATION","Display Value","Numeric","Low","High","Comments"
"RSUD_77","PUBLISHED","2008","AFR","COG","CHILDREN_AND_FAMILIES_RISK","","yes","","","",""
"RSUD_77","PUBLISHED","2008","AFR","COG","INDIGENOUS_POPULATIONS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","COG","PEOPLE_LIVING_WITH_HIV_AIDS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","COG","MINORITY_GROUPS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","COG","COMMERCIAL_SEX_WORKERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","COG","PRISONERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","COG","REFUGEES","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","COG","CHILDREN_AND_ADOLESCENTS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","AMR","CRI","PREGNANT_WOMEN","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","CRI","PRISONERS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","AMR","CRI","CHILDREN_AND_FAMILIES_RISK","","yes","","","",""
"RSUD_77","PUBLISHED","2008","AMR","CRI","PEOPLE_LIVING_WITH_HIV_AIDS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","CRI","INDIGENOUS_POPULATIONS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","AMR","CRI","COMMERCIAL_SEX_WORKERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","CRI","REFUGEES","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","CRI","MINORITY_GROUPS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","CRI","CHILDREN_AND_ADOLESCENTS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","HRV","MINORITY_GROUPS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","HRV","REFUGEES","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","HRV","PRISONERS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","HRV","INDIGENOUS_POPULATIONS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","HRV","CHILDREN_AND_FAMILIES_RISK","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","HRV","COMMERCIAL_SEX_WORKERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","HRV","PREGNANT_WOMEN","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","HRV","CHILDREN_AND_ADOLESCENTS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","HRV","PEOPLE_LIVING_WITH_HIV_AIDS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","CYP","MINORITY_GROUPS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","CYP","CHILDREN_AND_ADOLESCENTS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","CYP","PRISONERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","CYP","PEOPLE_LIVING_WITH_HIV_AIDS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","CYP","REFUGEES","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","CYP","COMMERCIAL_SEX_WORKERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","CYP","INDIGENOUS_POPULATIONS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","CYP","PREGNANT_WOMEN","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","CYP","CHILDREN_AND_FAMILIES_RISK","","yes","","","",""
"RSUD_77","PUBLISHED","2008","AFR","COD","CHILDREN_AND_ADOLESCENTS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","COD","REFUGEES","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","COD","COMMERCIAL_SEX_WORKERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","COD","PEOPLE_LIVING_WITH_HIV_AIDS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","COD","PRISONERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","COD","INDIGENOUS_POPULATIONS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","COD","CHILDREN_AND_FAMILIES_RISK","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","COD","PREGNANT_WOMEN","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","COD","MINORITY_GROUPS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","DNK","PRISONERS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","DNK","CHILDREN_AND_FAMILIES_RISK","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","DNK","MINORITY_GROUPS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","DNK","PEOPLE_LIVING_WITH_HIV_AIDS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","DNK","INDIGENOUS_POPULATIONS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","DNK","REFUGEES","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","DNK","COMMERCIAL_SEX_WORKERS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","DNK","PREGNANT_WOMEN","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","DNK","CHILDREN_AND_ADOLESCENTS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","AMR","DOM","CHILDREN_AND_ADOLESCENTS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","AMR","DOM","REFUGEES","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","DOM","MINORITY_GROUPS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","DOM","PEOPLE_LIVING_WITH_HIV_AIDS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","AMR","DOM","INDIGENOUS_POPULATIONS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","DOM","PRISONERS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","AMR","DOM","COMMERCIAL_SEX_WORKERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","DOM","CHILDREN_AND_FAMILIES_RISK","","yes","","","",""
"RSUD_77","PUBLISHED","2008","AMR","DOM","PREGNANT_WOMEN","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","ECU","REFUGEES","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","ECU","PEOPLE_LIVING_WITH_HIV_AIDS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","ECU","PRISONERS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","AMR","ECU","CHILDREN_AND_FAMILIES_RISK","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","ECU","MINORITY_GROUPS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","ECU","INDIGENOUS_POPULATIONS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","ECU","PREGNANT_WOMEN","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","ECU","COMMERCIAL_SEX_WORKERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","ECU","CHILDREN_AND_ADOLESCENTS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EMR","EGY","CHILDREN_AND_FAMILIES_RISK","","no","","","",""
"RSUD_77","PUBLISHED","2008","EMR","EGY","COMMERCIAL_SEX_WORKERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EMR","EGY","CHILDREN_AND_ADOLESCENTS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EMR","EGY","PRISONERS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EMR","EGY","MINORITY_GROUPS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EMR","EGY","INDIGENOUS_POPULATIONS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EMR","EGY","PREGNANT_WOMEN","","no","","","",""
"RSUD_77","PUBLISHED","2008","EMR","EGY","PEOPLE_LIVING_WITH_HIV_AIDS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EMR","EGY","REFUGEES","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","SLV","PREGNANT_WOMEN","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","SLV","CHILDREN_AND_FAMILIES_RISK","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","SLV","COMMERCIAL_SEX_WORKERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","SLV","PRISONERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","SLV","REFUGEES","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","SLV","MINORITY_GROUPS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","SLV","INDIGENOUS_POPULATIONS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","SLV","CHILDREN_AND_ADOLESCENTS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","SLV","PEOPLE_LIVING_WITH_HIV_AIDS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GNQ","CHILDREN_AND_ADOLESCENTS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GNQ","PEOPLE_LIVING_WITH_HIV_AIDS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GNQ","REFUGEES","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GNQ","COMMERCIAL_SEX_WORKERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GNQ","CHILDREN_AND_FAMILIES_RISK","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GNQ","MINORITY_GROUPS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GNQ","PREGNANT_WOMEN","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GNQ","INDIGENOUS_POPULATIONS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GNQ","PRISONERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","ERI","CHILDREN_AND_ADOLESCENTS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","AFR","ERI","PRISONERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","ERI","CHILDREN_AND_FAMILIES_RISK","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","ERI","REFUGEES","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","ERI","PREGNANT_WOMEN","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","ERI","COMMERCIAL_SEX_WORKERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","ERI","INDIGENOUS_POPULATIONS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","ERI","MINORITY_GROUPS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","ERI","PEOPLE_LIVING_WITH_HIV_AIDS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","EST","PEOPLE_LIVING_WITH_HIV_AIDS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","EST","PREGNANT_WOMEN","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","EST","CHILDREN_AND_ADOLESCENTS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","EST","REFUGEES","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","EST","CHILDREN_AND_FAMILIES_RISK","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","EST","COMMERCIAL_SEX_WORKERS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","EST","PRISONERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","EST","INDIGENOUS_POPULATIONS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","EST","MINORITY_GROUPS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","ETH","CHILDREN_AND_FAMILIES_RISK","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","ETH","PREGNANT_WOMEN","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","ETH","INDIGENOUS_POPULATIONS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","ETH","PEOPLE_LIVING_WITH_HIV_AIDS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","ETH","MINORITY_GROUPS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","ETH","COMMERCIAL_SEX_WORKERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","ETH","REFUGEES","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","ETH","PRISONERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","ETH","CHILDREN_AND_ADOLESCENTS","","no","","","",""
"RSUD_77","PUBLISHED","2008","WPR","FJI","CHILDREN_AND_FAMILIES_RISK","","no","","","",""
"RSUD_77","PUBLISHED","2008","WPR","FJI","CHILDREN_AND_ADOLESCENTS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","WPR","FJI","INDIGENOUS_POPULATIONS","","no","","","",""
"RSUD_77","PUBLISHED","2008","WPR","FJI","PREGNANT_WOMEN","","no","","","",""
"RSUD_77","PUBLISHED","2008","WPR","FJI","MINORITY_GROUPS","","no","","","",""
"RSUD_77","PUBLISHED","2008","WPR","FJI","PEOPLE_LIVING_WITH_HIV_AIDS","","no","","","",""
"RSUD_77","PUBLISHED","2008","WPR","FJI","PRISONERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","WPR","FJI","COMMERCIAL_SEX_WORKERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","WPR","FJI","REFUGEES","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","FIN","PRISONERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","FIN","MINORITY_GROUPS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","FIN","INDIGENOUS_POPULATIONS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","FIN","COMMERCIAL_SEX_WORKERS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","FIN","CHILDREN_AND_ADOLESCENTS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","FIN","PREGNANT_WOMEN","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","FIN","CHILDREN_AND_FAMILIES_RISK","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","FIN","PEOPLE_LIVING_WITH_HIV_AIDS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","FIN","REFUGEES","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","FRA","CHILDREN_AND_FAMILIES_RISK","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","FRA","CHILDREN_AND_ADOLESCENTS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","FRA","MINORITY_GROUPS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","FRA","INDIGENOUS_POPULATIONS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","FRA","PRISONERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","FRA","COMMERCIAL_SEX_WORKERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","FRA","PEOPLE_LIVING_WITH_HIV_AIDS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","FRA","REFUGEES","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","FRA","PREGNANT_WOMEN","","yes","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GAB","PEOPLE_LIVING_WITH_HIV_AIDS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GAB","PREGNANT_WOMEN","","yes","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GAB","CHILDREN_AND_FAMILIES_RISK","","yes","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GAB","PRISONERS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GAB","COMMERCIAL_SEX_WORKERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GAB","MINORITY_GROUPS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GAB","INDIGENOUS_POPULATIONS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GAB","CHILDREN_AND_ADOLESCENTS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GAB","REFUGEES","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GMB","INDIGENOUS_POPULATIONS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GMB","CHILDREN_AND_ADOLESCENTS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GMB","PEOPLE_LIVING_WITH_HIV_AIDS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GMB","MINORITY_GROUPS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GMB","PRISONERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GMB","COMMERCIAL_SEX_WORKERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GMB","REFUGEES","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GMB","PREGNANT_WOMEN","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GMB","CHILDREN_AND_FAMILIES_RISK","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","GEO","MINORITY_GROUPS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","GEO","REFUGEES","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","GEO","CHILDREN_AND_ADOLESCENTS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","GEO","PRISONERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","GEO","INDIGENOUS_POPULATIONS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","GEO","PEOPLE_LIVING_WITH_HIV_AIDS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","GEO","CHILDREN_AND_FAMILIES_RISK","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","GEO","PREGNANT_WOMEN","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","GEO","COMMERCIAL_SEX_WORKERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","DEU","REFUGEES","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","DEU","CHILDREN_AND_ADOLESCENTS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","DEU","INDIGENOUS_POPULATIONS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","DEU","PEOPLE_LIVING_WITH_HIV_AIDS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","DEU","COMMERCIAL_SEX_WORKERS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","DEU","MINORITY_GROUPS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","DEU","CHILDREN_AND_FAMILIES_RISK","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","DEU","PRISONERS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","DEU","PREGNANT_WOMEN","","yes","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GHA","REFUGEES","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GHA","PEOPLE_LIVING_WITH_HIV_AIDS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GHA","COMMERCIAL_SEX_WORKERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GHA","MINORITY_GROUPS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GHA","PRISONERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GHA","PREGNANT_WOMEN","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GHA","INDIGENOUS_POPULATIONS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GHA","CHILDREN_AND_ADOLESCENTS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GHA","CHILDREN_AND_FAMILIES_RISK","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","GRC","REFUGEES","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","GRC","COMMERCIAL_SEX_WORKERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","GRC","INDIGENOUS_POPULATIONS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","GRC","PREGNANT_WOMEN","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","GRC","CHILDREN_AND_FAMILIES_RISK","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","GRC","PRISONERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","GRC","MINORITY_GROUPS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","GRC","PEOPLE_LIVING_WITH_HIV_AIDS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","GRC","CHILDREN_AND_ADOLESCENTS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","AMR","GTM","REFUGEES","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","GTM","MINORITY_GROUPS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","GTM","INDIGENOUS_POPULATIONS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","GTM","CHILDREN_AND_ADOLESCENTS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","GTM","PREGNANT_WOMEN","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","GTM","COMMERCIAL_SEX_WORKERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","GTM","PEOPLE_LIVING_WITH_HIV_AIDS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","GTM","CHILDREN_AND_FAMILIES_RISK","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","GTM","PRISONERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GIN","CHILDREN_AND_FAMILIES_RISK","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GIN","REFUGEES","","yes","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GIN","COMMERCIAL_SEX_WORKERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GIN","PREGNANT_WOMEN","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GIN","CHILDREN_AND_ADOLESCENTS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GIN","PEOPLE_LIVING_WITH_HIV_AIDS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GIN","PRISONERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GIN","INDIGENOUS_POPULATIONS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AFR","GIN","MINORITY_GROUPS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","HND","PRISONERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","HND","CHILDREN_AND_FAMILIES_RISK","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","HND","PEOPLE_LIVING_WITH_HIV_AIDS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","HND","REFUGEES","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","HND","PREGNANT_WOMEN","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","HND","INDIGENOUS_POPULATIONS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","HND","COMMERCIAL_SEX_WORKERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","HND","MINORITY_GROUPS","","no","","","",""
"RSUD_77","PUBLISHED","2008","AMR","HND","CHILDREN_AND_ADOLESCENTS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","HUN","CHILDREN_AND_FAMILIES_RISK","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","HUN","CHILDREN_AND_ADOLESCENTS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","HUN","COMMERCIAL_SEX_WORKERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","HUN","PREGNANT_WOMEN","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","HUN","REFUGEES","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","HUN","MINORITY_GROUPS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","HUN","INDIGENOUS_POPULATIONS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","HUN","PEOPLE_LIVING_WITH_HIV_AIDS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","HUN","PRISONERS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","ISL","REFUGEES","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","ISL","INDIGENOUS_POPULATIONS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","ISL","CHILDREN_AND_ADOLESCENTS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","ISL","PREGNANT_WOMEN","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","ISL","COMMERCIAL_SEX_WORKERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","ISL","PEOPLE_LIVING_WITH_HIV_AIDS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","ISL","CHILDREN_AND_FAMILIES_RISK","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EUR","ISL","PRISONERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EUR","ISL","MINORITY_GROUPS","","no","","","",""
"RSUD_77","PUBLISHED","2008","SEAR","IND","CHILDREN_AND_ADOLESCENTS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","SEAR","IND","REFUGEES","","no","","","",""
"RSUD_77","PUBLISHED","2008","SEAR","IND","MINORITY_GROUPS","","no","","","",""
"RSUD_77","PUBLISHED","2008","SEAR","IND","PREGNANT_WOMEN","","no","","","",""
"RSUD_77","PUBLISHED","2008","SEAR","IND","PRISONERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","SEAR","IND","PEOPLE_LIVING_WITH_HIV_AIDS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","SEAR","IND","CHILDREN_AND_FAMILIES_RISK","","no","","","",""
"RSUD_77","PUBLISHED","2008","SEAR","IND","COMMERCIAL_SEX_WORKERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","SEAR","IND","INDIGENOUS_POPULATIONS","","no","","","",""
"RSUD_77","PUBLISHED","2008","SEAR","IDN","CHILDREN_AND_ADOLESCENTS","","yes","","","",""
"RSUD_77","PUBLISHED","2008","SEAR","IDN","COMMERCIAL_SEX_WORKERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","SEAR","IDN","PRISONERS","","no","","","",""
"RSUD_77","PUBLISHED","2008","SEAR","IDN","PEOPLE_LIVING_WITH_HIV_AIDS","","no","","","",""
"RSUD_77","PUBLISHED","2008","SEAR","IDN","INDIGENOUS_POPULATIONS","","no","","","",""
"RSUD_77","PUBLISHED","2008","SEAR","IDN","REFUGEES","","no","","","",""
"RSUD_77","PUBLISHED","2008","SEAR","IDN","CHILDREN_AND_FAMILIES_RISK","","no","","","",""
"RSUD_77","PUBLISHED","2008","SEAR","IDN","PREGNANT_WOMEN","","no","","","",""
"RSUD_77","PUBLISHED","2008","SEAR","IDN","MINORITY_GROUPS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EMR","IRN","CHILDREN_AND_FAMILIES_RISK","","yes","","","",""
"RSUD_77","PUBLISHED","2008","EMR","IRN","MINORITY_GROUPS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EMR","IRN","INDIGENOUS_POPULATIONS","","no","","","",""
"RSUD_77","PUBLISHED","2008","EMR","IRN","COMMERCIAL_SEX_WORKERS","","no","","","",""
